cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,cat_feature_10,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,cont_feature_9,cont_feature_10,cont_feature_11,target
5,3,3,1,2,2,0,8,5,2,22.159016823415968,29.49869762199682,88.39652179151125,79.40403164261893,82.59564859958675,29.46512854890423,46.0237888683834,52.927964357883674,70.93988632936544,29.016058533135947,23.7911434152146,1
4,4,1,0,0,3,1,9,5,1,19.965632320722182,64.54167793507999,80.81353915131902,89.46540819956031,38.397659924479186,13.211944056228386,40.84400959014717,98.59742586903803,53.82367419989629,74.02667034834374,37.478822640351794,1
3,0,1,2,0,1,3,4,0,8,49.030754703663035,98.23677902852009,98.73697025985106,36.09485052223687,60.10014992992363,75.42628607750314,34.10356839237579,82.12949676244973,35.5995531992203,72.23406872984603,5.160630335310968,1
0,0,5,1,0,2,5,5,7,3,31.578802930244,69.8380738052158,60.72705782230958,81.10625627402845,23.77750802084948,91.97021970739605,85.751496159329,45.95139850926595,50.793925416896414,15.183288194285105,49.97747752011229,1
4,1,1,3,3,1,6,7,6,1,64.46172302074002,43.248877175580546,93.61693206496408,0.8568702641351456,38.0926674391892,80.70809016186054,91.00980454185881,86.43202459932152,13.417012253194649,51.991319031248764,25.15727613442733,1
3,3,6,3,5,1,2,5,9,3,2.219908612841537,70.06518375526825,24.252689921682823,13.781725198228244,97.89948141723593,79.31163293267925,97.27865045545936,41.40467552758437,97.52981495236675,24.76525375386551,10.378351902945926,0
0,1,3,0,2,0,5,3,3,4,8.072816108428338,12.399289057885676,69.10618911452066,62.00789875006881,20.354820768218886,26.501972569068112,51.09473392457866,16.99659411193831,89.95768632239776,56.329858357021145,70.17488685336792,1
1,2,7,0,5,2,4,2,1,3,8.459468365665057,29.206043118288893,13.598605499726958,64.99913012033774,82.75001075849198,52.33378969907029,98.47465567689824,37.10401188296414,75.45893962665208,92.18994735194937,18.840112026714117,1
4,2,7,4,5,3,0,8,3,6,27.505884622238707,63.07581650175658,34.53687207162422,74.51243842288562,52.70754119009396,90.67005246072922,38.4018327660701,69.02071968158398,17.310196922374455,63.20426837646473,67.0928373946507,0
2,2,8,2,5,2,6,7,5,6,57.472551900810686,68.24059086443354,93.62832212043708,64.58100801993012,89.3996513769047,87.38301242916695,98.4423906799442,10.424687609839879,35.942276297076106,6.089718426150648,40.5403251336744,1
3,0,0,1,5,3,6,7,6,0,98.4300089072284,83.83414191965954,40.538469342297,45.6584159990493,78.03266519158231,98.19905257481501,67.448198518483,89.57719547775979,14.816471948425258,70.61446128601861,5.387338600659575,1
5,2,0,2,5,0,3,1,7,8,13.374227072159517,17.495194884150767,8.369574337557562,54.18381460974287,51.387541890490205,17.467193372813682,41.50426347763483,44.302821681947925,84.12268598229463,34.59532926505897,27.72135067319701,0
0,1,5,3,0,0,5,6,1,1,76.58482457575573,2.586042551405987,99.26511635283582,91.6261611929994,68.62581428921831,89.46856135659577,79.17385180389522,19.1394812500727,92.00787914991818,12.600671515496542,82.69412601509121,1
5,1,5,1,2,0,6,1,1,4,12.40722224477685,53.62457544991488,23.224032649239135,60.704740281496825,1.529481699693147,21.22084943501774,40.91707370168268,94.44835481395336,11.872720866496856,32.3029103776187,93.4300786801098,1
3,3,5,0,3,0,5,5,1,6,79.18885081547221,88.03922620476513,30.17110503098538,44.449550306336874,39.322120520707436,40.343000383234276,60.28202416351691,1.7745492585397038,45.32196085511292,12.486431879322769,41.33367241307284,1
0,0,8,0,2,3,6,5,2,4,16.698900698939923,45.439893270095425,57.21377875955626,32.99975446487932,64.34795843239515,90.14765340930528,91.97295385275464,9.08462946767392,93.15994843667957,26.42328121879347,44.820883563171854,1
2,0,4,3,2,1,5,5,0,4,10.891220116157063,2.137460988061357,83.95885507338205,43.88973158721693,71.8406624469112,55.168146519835325,62.35126649944392,68.91329964754738,91.73542900234506,47.0097159786616,46.30209335211095,0
1,4,1,1,3,1,6,4,4,8,7.1520221089512725,1.4697611816958722,53.977118664408906,26.340881827323027,49.61003850159011,45.9935697517842,63.13829243445925,56.079676939545244,28.040090335922084,40.811161617028766,87.12177245060516,1
0,2,6,0,1,0,5,3,3,1,58.02067838815488,41.469274737320504,93.07785389282242,33.5749656681695,90.31613021237277,72.61042963161425,47.324745498882294,39.94874398827599,33.51007440356386,81.889366199764,57.99091119936236,1
1,4,7,3,0,0,2,6,0,3,38.969556849513076,79.19671863673933,13.137408022251563,41.44612357286609,83.94221089724077,88.0572548457781,40.01198758797343,48.733008506209195,77.68886296902545,80.22850825337625,44.16652127420399,0
1,0,0,4,1,1,5,9,8,2,23.65244199989096,7.618235552149755,76.0229774553735,53.95390088953956,61.66900585789053,90.13130085634121,16.095140710554155,13.042005932362011,42.69433273692206,53.07392706951932,6.490686922571475,0
3,1,2,0,1,3,2,0,9,3,78.9372627329122,19.890398203773074,42.118482794786296,94.63085403241749,33.99368229337172,47.15961975200433,26.481287889421267,28.39070500900912,59.93869606165973,63.82907194004578,62.31345040041237,1
3,1,6,1,3,3,5,2,5,1,40.91925255250399,78.76292687275686,17.57870685303484,24.252580495637343,33.511419768944926,42.22308991895578,45.288003875228334,23.234825817924477,75.08463286795354,1.7513266025324659,3.189867668553703,0
4,3,5,0,0,1,1,8,6,1,35.32074898916847,60.77823912767657,38.94322545568456,71.54822700482394,65.42040202528511,87.98297038767565,57.46186917877842,76.59577261498964,54.82988303528944,89.95012906642836,93.57119143344099,1
1,0,0,2,5,3,6,0,2,4,58.38975052801909,65.97857966266693,18.4921865284031,85.13402579252003,99.26096142561657,83.9743433035456,3.8101970929798723,37.454551882567785,80.24432852732862,31.713780579694895,4.456643758112689,0
1,1,2,2,0,2,0,8,3,3,86.9827332055525,63.17969350829572,27.99804817419027,78.61099734915321,22.703738349959167,70.1716104237449,73.41968043731441,68.11166374986898,97.55950354474942,99.87394127832985,90.48707717077673,1
5,3,7,3,3,3,1,1,7,2,20.990226930471444,41.063044542958025,52.24130817395647,88.26734467182143,81.49517015146085,65.41992534641341,26.618578245235668,37.50852860412558,82.1195267597952,92.88092949246571,90.2814653367788,0
2,2,6,4,2,0,3,5,8,7,69.53100597204583,23.770334104020773,50.00866181852992,14.730239702683058,12.108988696260925,19.191890564388082,39.08091084875226,47.509514250965424,26.039276480046635,43.39328199349715,13.437538334863463,0
1,4,3,2,2,3,6,1,9,7,50.42224965372629,69.39557772175583,29.760996143710827,46.16885361846692,79.422387852526,0.9493953719488912,45.79591238257964,99.69481857262126,6.707379983992102,79.35710032452613,56.87522311120016,1
3,2,6,0,5,3,5,4,9,6,46.18660415726813,93.24574167432115,26.628719433797887,66.64627512002461,70.44478243661575,66.59737452151843,87.69704472896537,57.141596571430874,72.13797148175199,97.80198202441386,89.49710841967129,0
1,4,8,2,4,2,0,4,0,7,88.08621239273245,86.02400839023872,82.91496042623233,25.271120871687703,54.805815542356896,14.256880310903487,2.8335371185196245,47.60339036826215,78.27757966178459,14.66390466918539,91.64988549065603,1
1,1,4,1,1,0,1,3,7,0,52.732034722965096,9.04931605278766,19.63363160879976,37.94439974029286,89.47708304540159,50.962130178201534,69.47406100195667,71.96802630874419,44.931798377856566,35.62955689488132,84.48087120117638,1
1,3,5,2,2,1,3,1,6,7,25.015999448489357,21.29622642371234,60.917603851864,49.07916737390092,64.2724351287865,50.10957518889702,13.809870583466088,97.63300466932449,23.42285304120707,25.411688583086356,34.71700781219401,0
2,2,8,4,3,2,5,6,1,0,3.6388913281787616,37.92014046397178,90.98818330468394,28.53716396511976,19.087095978257672,94.53925391463292,14.400824731125205,26.532421918706728,28.214076958068024,8.033198268382979,74.3796161709731,1
1,2,7,3,4,2,5,8,1,7,68.63366226585974,22.846105863096998,71.96130611729788,26.52040049436185,89.31928623732045,3.03706147509778,54.380092698767655,96.38700089639613,0.8775249039080668,52.80216783283769,6.483718056428844,0
5,1,4,3,3,1,0,3,7,1,27.14834088149064,26.030783343403808,41.332463315922915,12.537550461423507,91.8679326305847,87.10059826234088,41.21079822491458,19.929231254050894,60.592212953472,97.98127397306841,46.366410309143824,1
3,3,0,0,5,3,5,1,9,5,57.621404242673435,45.89787514130934,45.02305944296451,75.82958532663093,43.19952065050894,49.212341644665,47.710509626018826,39.044183353662554,93.90838594782517,12.427688396313453,57.55719811136325,1
2,4,8,2,1,2,5,5,4,1,36.46845233998468,26.137841551128027,85.96558360524992,96.03835912761369,88.47586184461326,36.11968090667661,85.52000003918164,65.60121578101656,64.9336382154004,87.05541316877544,78.28649506909079,1
0,3,0,0,0,1,5,3,8,3,26.247558264719018,62.02558550982904,93.61989326905194,80.39188138358352,69.50036310381394,98.64448314117108,11.255901616063946,52.46227946053074,68.9527092840034,38.45426000476814,19.5823948218527,0
1,0,6,3,1,0,5,6,8,0,12.5969701206613,62.316955934974196,53.24635546872276,47.589026165772594,62.67272442207583,24.49983622369105,87.01013244694465,39.43568981467429,21.403907173410495,34.16270217274492,1.3829259377114655,1
0,2,1,2,2,3,5,7,9,0,39.267247928686025,19.282783282466877,64.19244798467098,49.639632622252215,98.72816324886361,66.8113715215198,95.31655760417019,73.1635293665051,57.234893793576916,33.780979949994325,85.0361018859468,1
0,1,7,1,3,3,3,8,6,3,64.30414156350349,89.79732489096745,77.28971680193008,92.23887307321831,59.853075508833086,30.11224140647255,9.130102985039045,65.4071291574088,82.71093359925052,38.893357686204475,67.9081759273685,1
5,1,6,2,0,3,0,2,1,8,98.75468615062199,59.32601229509553,17.204553515308653,60.19378858068539,80.42520344760787,64.18126833460835,88.37083355696161,98.41046912796932,57.451205550279205,99.96492439252839,44.81346627240992,1
1,1,7,1,5,2,5,7,2,0,49.24315886062317,42.290091562577224,73.71037616001892,36.82768488901379,77.78647058048381,9.1026612825576,68.26984215721458,69.94011468556388,72.33638536958674,35.2492754705532,3.424681315627831,1
4,0,5,3,0,3,6,4,1,6,89.91295665607537,68.01289360412802,19.382986787098254,83.6678168296147,38.58766096556822,37.154010420543585,92.1689845615058,18.486907729707845,20.652523008300538,2.684526194328807,10.76487681130689,1
4,3,4,2,0,0,5,1,7,4,36.74802925324151,86.28831864909688,94.5908413696971,68.47101356305923,87.78005187413719,52.516356155633005,25.446438340439293,62.1845554625603,47.36641380905886,7.674447754738944,50.85259018525628,1
4,2,2,3,1,2,6,9,2,2,73.96245505362393,33.81350609485666,91.98965448704661,82.9862771587067,58.25612331330269,0.7808769852359565,16.031359797464482,70.89163329327849,17.682870759215174,86.44637956651533,76.10607491160172,0
2,2,3,1,4,1,1,1,3,6,32.19478069493107,91.96026504788225,22.87393009425569,66.57853776086354,91.21029091667762,31.62360315544318,71.89531640917696,22.847487640752195,38.495100479431656,69.25984727639151,68.29810040288567,0
4,0,2,1,3,1,5,0,3,6,38.87679869510323,75.50866600668573,39.83911673768238,58.372535018260386,40.85231380027407,53.223548073518224,97.77759081674455,71.2761059657234,28.785019090775688,94.58577379763982,14.600912495184893,0
1,0,6,2,5,2,2,5,1,5,63.176373397253826,11.412481600996639,22.252503741924556,32.57556991510787,55.162791960258986,70.22608360607529,79.24631176108427,39.43354269348593,84.69677524664706,18.723444867322105,46.7867220055632,0
3,1,3,3,5,1,1,8,0,2,62.61169827157327,8.806725115361246,72.54714394074126,93.36816466303479,18.819664977286777,54.270931346658415,22.115832771464618,74.0827304297725,5.288980017688116,0.5582622799695458,74.39005966334736,0
0,3,6,0,2,1,0,2,8,7,81.52756872224582,14.53771931258655,50.60764163673836,51.09670270839079,96.44271349239052,5.918652226965571,95.41356197524341,48.82183675187106,13.56397906217649,58.129042768256554,64.94213066374982,0
0,0,6,1,2,3,1,7,7,3,45.67387562000135,95.97483155729475,32.30606932286702,28.92025764980275,55.89549693294038,98.49466345699985,88.00262789125235,99.6197563700549,57.07310027665559,59.62719432172741,41.78074963441322,0
1,3,2,3,5,3,3,7,7,1,14.485366020998825,55.0498845905531,46.309737734371126,69.22571631691353,48.799255702323876,80.81548402121875,34.2497606078866,20.55752568822492,79.25945437778348,20.487524343006168,37.70254310104757,1
2,2,7,1,2,2,4,2,4,7,55.788787410363526,93.11054678251463,72.22175266551534,46.47044092990601,38.36956692314184,62.76839324666218,79.08205613955175,21.046756052604685,78.01834335897725,94.00656262098501,73.3798359545099,0
0,2,5,3,1,3,0,7,6,3,32.79147302552613,25.79743939190533,45.23616290251894,46.71942547875175,71.06774257385389,81.88257710337676,46.63343230069169,28.349903553863964,95.97387074684141,59.848565876454586,32.18220305766082,1
1,2,2,0,4,0,0,9,3,5,48.75799661528609,8.265367102295397,69.2063746434228,30.244711133456057,76.69121807806417,9.353521048840053,5.3281587004321285,67.03634773671968,28.21800091446859,13.970066786887935,68.49751189725468,1
0,4,5,3,4,0,5,1,8,1,46.570096799286375,51.25762782892205,21.591967836539173,60.14988899423989,89.74933934294174,62.86283077889882,51.51999075834384,2.377488379219983,94.89525551023274,1.1653364110996045,30.29310904164153,1
3,1,6,2,5,0,6,9,8,0,70.46899760945185,63.78651278970368,59.522798632496,98.76672449905831,26.168914645916608,81.82302497242894,26.792080607621106,70.32797167786774,32.94968461656271,23.312462437076764,5.99604274566754,1
3,0,5,0,2,0,3,1,5,0,4.451357487722651,72.55913430623848,87.97358226216083,71.89241350306077,71.1593477153982,99.86537610320624,32.55500040754542,62.469286255976776,17.60018586407064,41.04494064926539,82.83359753519531,1
2,1,7,3,2,1,1,9,8,6,40.376698356325406,14.962209079752808,4.729823231362884,39.90913439545285,14.63726631102913,49.12426526751587,3.691863974124676,31.59096384768659,32.37462944790348,53.829449908366435,70.82827045563242,0
3,0,8,3,2,0,1,8,5,5,34.35379639197368,14.179401576605798,78.94199651495306,93.2620796287324,99.75688810118278,79.920929548406,42.813064424282445,80.88756139007627,26.321521326758944,27.69078554521396,99.04737646473167,1
2,4,7,4,2,3,4,2,9,5,71.38059923129119,53.05753741075634,54.07285147683493,83.04263779070573,98.10229635600123,83.00175924710132,61.08245634879286,97.40658015191033,61.184080059972146,26.623646402485445,15.098114785723759,1
4,4,0,2,3,1,4,5,7,3,94.88966347523531,59.76428129349202,53.059547584523045,19.995935384896857,3.640751765799388,16.852681165479176,32.27789042620549,13.018188440886913,39.029903338813135,27.28381223392763,53.12856484473974,0
2,4,5,3,4,0,4,5,6,3,61.299601199257495,30.481321953526074,34.369637531873835,3.7938604216212757,0.10591706827228764,40.29407057197757,44.014593054665106,41.00386938173668,0.033252095126623527,80.62550603691024,94.09773792272007,0
1,3,5,2,2,1,2,8,8,7,47.13227775217971,26.283423087530487,23.293341721802253,79.73769911830507,84.76218583071318,55.70191285017263,15.656047672669004,39.05977013892073,68.29878977583147,62.75538438754581,64.21992940848506,0
0,4,5,4,3,3,1,3,3,8,78.47061896490133,14.846775198045048,14.285018725782594,71.06567812926275,39.16326891910493,0.9702038073310493,1.1823818901938399,40.3378034942084,35.35686844921574,45.38601699765271,59.29779029103626,1
1,0,2,4,2,2,2,0,5,8,99.67478742764222,12.7684241148604,81.87025512227585,87.74790333965349,67.55757934673197,49.85222677596906,81.9070225680477,28.002875666035266,57.54796110169189,43.240545560898994,25.823616284956017,1
4,4,4,2,1,2,3,7,4,2,97.5371899787367,51.911320012842545,16.308808479265913,8.742593499862162,65.80594431182081,41.72147762806448,74.55024603613502,75.86887009544094,60.49414690013941,99.31146349569033,77.17506204219052,0
5,3,2,1,3,0,0,2,6,0,13.292077338633312,19.281682971862356,21.357255937366347,92.1622711314249,80.49919235729831,11.805018058311756,78.92460954726455,43.99575859397083,64.39292924424997,89.19547184935634,51.48717069748072,1
5,3,3,4,5,1,1,4,5,5,0.4093797761454354,68.62372836270877,58.94032897536393,75.21075901881942,25.676606342668062,86.95682211923813,93.08403245896713,54.864737131723665,5.738567220124768,57.06355858247871,79.96526078487729,0
0,4,8,4,1,3,4,3,7,7,56.785579305012156,7.297808144861695,65.12311317914305,74.8663695767777,2.2874794138777133,7.279947522311259,70.0356669925943,36.42036745313255,56.88005708690089,19.573563805008696,5.209652612615301,0
3,1,8,2,1,2,3,2,4,5,44.167019805794816,69.06050921081784,34.62786018381478,65.3562296436407,26.031951362649195,77.34282113714703,52.096848919092096,62.323739471461515,44.61473512798059,73.82732938124951,65.2975531484983,1
4,1,3,2,3,2,4,7,8,5,50.331411993585604,27.07250977129516,19.466414999135328,32.64802137604074,98.80209628957415,50.69219797663912,0.8915062094331128,85.12802908239559,23.134378519957245,93.51089171082555,69.10438247376955,0
2,4,6,4,5,3,6,4,0,6,74.81340770082777,88.08084543475255,61.293651345187925,93.25298063062124,42.78964440327352,97.52883634628824,81.97793478400907,74.52200353811297,55.19949393164261,99.49109192486901,81.82709158706183,0
2,0,6,0,4,0,3,2,9,6,9.12244479574248,25.864412920760838,21.526784661131515,13.744820358456511,78.80796709817231,76.93747492996148,84.43902878318677,42.7797382468852,2.618797835833586,33.8335434305004,88.48504482829111,1
2,2,6,0,2,2,2,6,0,8,13.487107304665324,50.9993446890125,43.04246743772914,22.60553136098108,52.151443085666685,42.28188393667646,92.94756984333546,55.75124214389305,44.90497987324592,14.361878184348653,15.832819406230957,1
4,4,0,3,4,1,5,0,8,1,70.8262897902722,37.407531012771486,21.20882608086835,77.21672620714915,25.379530695042174,48.69186282618346,99.39540753990431,60.035549702575466,82.4913963045891,95.13521797248676,17.81459364677882,0
3,1,4,2,4,3,3,0,5,1,98.30352492178595,55.597910070707414,88.96839974177844,59.394192737676434,77.27591031595158,92.51363346319953,92.34428076957464,94.44065275311918,36.602930967325065,3.709660808608606,96.69972118323793,0
2,2,2,0,0,1,1,6,4,3,66.64730672776777,92.7579133227765,87.43462629830869,33.86225290113226,80.49703749556153,17.379852864752387,4.9147228610345595,53.27595147615616,74.44632235550259,82.66629211050818,83.10982233299343,0
5,1,0,1,1,3,2,0,4,3,5.484597447411222,96.35177100006469,89.73250193841541,81.54220360609892,45.16872230167807,8.223618719846314,59.96931870082941,31.993544167237943,47.16650318818102,24.811563293974736,81.96622959034919,1
4,1,8,4,1,1,6,8,9,3,17.83600948293835,24.744718395168185,66.324190204386,68.30984081427978,19.126141412880216,4.286632764134368,2.141292521036142,68.41555885405988,25.02889747748406,40.46981442866472,52.04328826921626,0
3,4,5,4,1,2,6,8,7,0,98.10475307326443,1.3914399030358404,66.25399357845522,56.09336566056873,96.87058235397532,59.2353307378331,75.7429495631048,16.495047443851917,16.84387260389435,31.270590662106244,63.08356621495975,1
1,0,5,1,3,3,1,2,0,7,98.51465106014325,76.35718123215315,9.259226407557076,33.898992658386554,0.04009412756517117,70.73952211362236,56.59028644895119,54.55023795274639,34.14285150055824,75.5872331039713,49.143852798420674,1
0,1,3,4,3,3,0,5,2,5,3.447678891455508,17.622644608839188,77.6123986525209,57.79283973694639,2.6834234072289465,40.93024482865915,12.496350820573177,55.26775599840119,71.39577298054498,34.840826075534395,54.23159473051996,1
0,0,2,0,1,3,2,8,9,3,2.72005203387935,21.65081313288567,48.58819261153119,35.274551877817785,43.0486196043546,68.0505924634193,27.043398668822327,52.71484738085422,56.0355024376183,27.21616040776218,33.17150243201033,1
0,2,4,2,0,1,1,1,9,5,35.88175016732833,81.90554242512043,54.48475058055404,54.83472264043567,49.623457724269116,30.740506611567188,71.57913166955771,42.59715026240184,82.1844798526958,8.385639469260653,87.9375799432885,1
0,3,5,1,2,2,6,8,7,5,62.423242085590616,68.72611167902546,90.91234370754853,92.39278845572947,62.595441225025425,91.16829165127714,18.269059366186546,7.904280412267206,1.511166724046853,60.05490326622478,49.49668978277083,1
5,2,0,0,5,3,0,1,6,8,85.55536007963568,54.32898124628402,4.946167946389457,48.210761133530944,89.23403285967964,53.378711382194986,97.02948712503276,47.80868676942561,44.779575599268306,62.442738244834814,2.4311154218430775,0
2,1,1,2,2,1,3,2,0,6,30.976679590011468,13.554527310573661,21.627661539634868,81.77836758310342,94.44825013588972,4.162879312413836,61.42695743426948,64.04896457330076,75.58243785241955,48.8452743499633,85.45154045877095,1
3,1,6,1,4,2,1,9,5,2,96.02543493263863,70.04925387804839,94.93081191251446,58.20939333661336,16.112333254244817,29.631840338469605,23.578340849828848,41.31771519062711,21.53376217513333,63.68463800395555,60.50225788203267,1
3,0,1,0,2,2,2,5,1,8,66.41450993519436,41.56392664525437,57.53791168053137,55.184840610242055,88.27299008905112,8.961592480916025,69.17596327686086,25.60788145844075,55.94315626403352,10.57757289627068,43.43205893688565,0
1,4,7,2,1,2,6,0,1,3,16.12059210848924,1.5291905527557548,48.30312575254217,19.713064444516924,31.443814634939404,78.16114890725535,55.73812748489013,62.14421594880223,18.386988713242182,82.9799985844086,39.968930700267094,1
0,2,5,3,5,3,6,5,1,6,48.734953342117336,10.682519641381505,85.1957696154373,20.248220675846863,11.428248332018487,18.17848275883983,59.31948633120771,88.68732867745479,26.31499459545824,9.152389170156528,11.309502345764177,0
2,0,8,2,1,3,0,6,4,3,49.57743204698607,25.16863726837475,28.436463530721802,79.36272851152526,6.430111651184189,13.018497290827113,74.7784499952667,40.3263401164362,33.0115006155642,93.63092234108301,24.849917722813363,0
1,2,8,0,4,1,6,6,8,4,16.926102496224892,94.17870424830582,53.4668139036066,19.07822391150862,15.77007305293402,74.44511996000024,92.52748079514423,72.09996122816828,46.45995537952948,86.99511490537716,64.46105230266878,0
0,1,7,3,4,0,3,9,5,5,17.37570219452075,0.48973752148806504,32.632642890005805,22.13908679914485,22.893678697047747,24.650369501707193,11.570410604588432,96.73985358101298,31.949150891535727,79.41896605118225,14.425387428084392,0
1,1,3,2,5,2,5,6,6,0,92.01618750280568,3.354446743237527,27.339025670572603,65.14015210944845,45.220362778762535,98.14036024612032,34.4650304606128,98.9147813587517,77.3316965594201,97.24932628080364,11.27897531782348,1
2,3,7,2,0,3,4,9,8,0,6.949028743548025,3.099909629585129,78.09060824606476,66.51718926478696,39.667756972597424,66.61595825798761,12.33514179121914,28.480182187844562,25.199710207290604,29.975819853513784,33.85396032890375,0
2,0,6,3,2,0,2,8,4,4,36.704847873383414,16.49264209294281,64.55513520179697,60.08967457607126,62.4327101047716,19.617737831741522,11.954851512850329,52.870844037352114,45.640726292858425,10.478871277269086,51.51492502472569,1
1,4,3,3,3,2,6,9,5,2,30.687174184856993,3.064620049386857,61.310279165645845,26.637817983197877,69.56268098927339,42.76050428589502,10.568198696818643,9.011240135154953,41.41065630711211,33.322520512821704,52.6655221753517,1
0,3,4,4,1,2,1,5,7,8,72.32040831250282,41.40543621188516,8.186215222628434,34.08993225830185,95.19574967271794,56.285685678160526,8.272963950702493,44.70271209008543,19.426172676164132,13.086869784919298,61.31733974884149,1
4,3,1,3,2,0,3,5,8,3,15.963432519340405,34.095355646107826,15.26519845043971,87.99093823015983,22.614225446500757,19.310475603652534,58.15320048693224,7.854934244304845,49.180222616507805,83.35155949124182,41.23534624921239,0
5,3,2,1,3,3,3,2,2,1,5.19423316189579,13.43543821921318,90.66113642886098,90.96892355496428,7.801394043543997,79.478727217908,48.67901252336253,6.3949100179011005,65.41540349591402,11.599640450546179,53.10109554636681,0
4,4,4,4,0,2,2,8,4,1,35.02955492785682,88.68918376482884,47.79493960524543,73.32919184297323,55.71462437130226,91.4941817540579,71.59326544388819,12.496614823804519,46.971644882373255,4.251262375019471,13.322517514500543,1
4,4,7,3,4,3,0,5,5,4,37.05510136290345,25.041239992831656,26.093578535791938,98.50599003929528,43.783109818353914,31.64002816445366,17.246735336955176,76.45008873899717,75.72614421463496,87.22871010631634,77.34981659663353,1
0,4,5,1,3,1,4,8,8,5,47.49387850787304,62.195689330383864,35.00796987818776,23.08051042914817,30.67394292891499,80.84329924996833,6.753944654391231,64.57702433349245,85.28919604333957,98.74526018778309,73.13878455453255,1
5,3,8,1,5,1,1,9,2,5,66.34682910986267,8.398207610239794,70.62010491103098,27.791736388373778,59.81218501941032,71.73546610542132,82.58316103907292,97.89276705344278,20.66460562531556,68.10607472961287,37.45044608899749,1
4,0,4,1,1,1,0,5,9,0,73.90866529999374,99.79750614345875,66.28534069825982,95.55643876844604,44.346655310118344,23.11293204976638,96.92307865419716,18.86931348700105,40.32854865949018,74.30122537292168,48.63482035749267,0
5,3,5,4,3,0,6,9,3,8,36.92823003442701,56.97034541719547,78.3705643583427,61.233045435107144,4.530505669549967,12.059230031202972,65.63895101675324,98.47732290033228,63.41984813348718,82.32282243069093,5.296776278325099,0
1,4,3,3,3,3,1,1,7,6,63.73873523342011,4.158258857249986,54.14482447040007,92.60279640807701,91.47886859187518,42.764111678239466,6.8448843784244096,96.8482797995086,35.170009663963995,2.6821623857962495,29.14292595474054,0
2,1,0,1,2,2,4,9,0,1,48.72500116686079,64.11937305622914,96.46034790841843,3.0027393352400344,7.156341010153033,76.77936125401364,13.896372838475646,51.21130423971994,25.01788692516729,47.69446875611071,38.837580310883,1
0,2,3,0,1,0,6,0,9,8,1.0333619592627574,93.55872426002733,23.884799015285008,96.21475162352155,51.14281193564666,42.386369651972124,19.456626984039094,14.447403922929524,36.08005940924839,19.33696415019791,41.60074499335102,1
2,1,5,0,5,0,3,1,7,4,88.17923395909287,73.67507415362563,62.20964780325158,7.15950433542194,61.71217836304229,84.9731021315103,61.39377351811518,15.594068309060894,16.03688488255244,7.36814965356084,25.65814296219432,1
5,1,3,2,2,1,6,8,0,2,57.29737788393388,74.25752467797156,31.34645298378077,41.02311985954839,19.271149275454825,53.88702267681064,70.43889704645349,58.823788266674015,66.63040459136718,59.1928692012811,7.815599394948281,1
3,3,1,4,3,0,0,0,7,0,43.640131168118245,55.011012144665905,63.87056002655764,88.70821379035247,33.22585758013463,80.02926813026853,56.95213618120104,92.25432656617994,98.27287498912133,37.927549411338276,69.06889668730291,1
3,0,1,2,0,3,4,9,1,7,44.221421717239764,58.02953244760089,99.57312647807026,43.090348185279595,68.63848816991964,59.97158673469355,87.37450429569368,98.03876208842891,1.0967586643423899,98.89520478653962,14.718943770327297,0
1,1,2,3,0,1,2,8,3,8,46.0968333844653,58.67302904708651,88.31634847373651,7.127245220689349,85.22401152531678,48.063493212290666,43.29437573866943,71.64592460083017,41.931407457522795,73.41657886370153,8.179905401652764,1
5,2,0,3,2,3,2,4,7,1,56.022356488070024,29.359373390838115,9.904150838736703,44.90805640770802,31.747270433599184,90.69469803088661,16.96766733114532,82.82114705802293,22.314808704324783,99.78778499131317,51.61106872205562,1
0,1,8,2,4,0,2,3,5,7,25.73836817778441,7.639587408332815,56.163971455906434,38.78018130025842,95.89111400413931,10.506251302075587,29.9773790067561,29.825612812837555,70.81861378643642,54.54231718811483,92.96551050918237,1
2,2,7,0,5,2,5,7,5,3,63.00422194435264,33.112468388697366,8.028406854832436,47.95034932053154,83.1634351492039,65.82652244029568,24.849093832632807,28.66787827568189,61.30221961871312,53.32344743359746,85.36807504610884,0
4,2,7,4,1,2,0,4,4,8,74.85662352843484,83.40242918917579,0.36130600749577635,71.41477764866893,73.99069588518876,53.83150092725742,35.314727677783395,89.83431528895613,97.08114052537798,0.9851963881036374,72.87332262627847,1
0,2,4,1,5,3,2,1,4,3,32.39110340653619,54.41624707724139,32.25886419781614,21.097640283947648,6.041970476888459,71.01370671515504,71.57937993174909,29.6851761903523,97.49556215724887,21.939397283176408,57.55835477376687,1
1,4,6,0,1,0,4,1,7,5,25.40713537136502,7.9101396500175785,85.41489496306124,11.916943044344519,67.7773548208128,74.9193951231083,0.8182854268293571,1.779970597746905,39.05798421379173,73.60468902526212,24.877602466160287,1
3,3,8,0,4,1,3,1,3,7,60.26735102081078,51.718619257835584,50.69477414554137,88.57612330978583,77.97878532753298,28.005635951925058,58.45029286915078,98.3816358248235,44.61179606604232,66.93667902638623,4.059331741916228,0
