cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,target
2,1,0,0,0,2,43.98374319492133,57.44188014181826,26.888852762282777,73.87359765922733,16.3904125619437,61.24156798627322,0
3,0,0,4,2,0,81.70422865339285,35.44897949621853,16.05860690913421,68.31739727643308,34.5573281572753,93.02049198598216,1
7,3,1,8,2,0,2.005111534009385,34.179121945234094,48.8325166382922,71.98703362895753,42.114386964831,0.865202569397372,1
7,1,1,0,2,3,3.4649101230630253,43.74338820947132,73.90848133110306,68.69201093518625,78.94044643213375,7.248154999005408,0
6,3,1,7,0,3,64.64253414872812,69.05927319958364,76.72835254231882,74.89830069525428,33.53121602497122,2.9914863758628174,1
6,1,0,8,1,0,37.02373686299699,71.92025080906475,59.52235562712103,92.3649804678015,66.15402249509629,70.75204056280519,0
2,0,1,7,0,0,9.504977903888145,90.1350367123388,40.64814500246933,56.08844493657583,83.08556918031343,55.959569353194816,0
1,2,1,8,1,3,13.486102905003127,45.03430410602276,14.71170049056142,2.288827095551449,63.36703397730883,39.802423610240226,0
3,0,1,9,2,1,41.40315953701141,24.220386678932392,49.73500451207124,13.918409772966156,18.060858925530855,95.92231992089815,1
7,2,1,9,2,3,97.43036512509867,22.02225826979238,20.403806754664743,58.139786476708345,56.286665173320436,95.48622059059392,0
7,2,1,6,0,3,9.081637332568814,62.53503852127983,96.83983328418435,85.2594293202855,81.55230712784166,91.0627413748023,1
1,2,1,9,1,0,54.86889094007337,66.97442253832816,7.748859525461549,61.65743491419858,83.83740404832001,81.00525422800364,1
6,3,1,0,0,3,89.86188538784927,64.4778523760248,37.28388170349355,51.38687268850464,27.168601065191268,57.29343969366653,0
0,0,0,4,1,0,46.427999064078165,81.69017503660845,18.207349205519876,96.98865489472384,87.58623503022525,77.54487509476718,0
0,1,0,2,2,1,39.68386058896554,17.724523851285777,85.89281464033454,8.200816112398446,67.63837410704832,52.53640500174266,1
7,3,1,9,0,2,14.934782258151834,42.113323290808594,99.17833667171301,43.89144040999186,2.9435581556363943,73.90272575327552,1
8,1,1,4,0,2,16.301249760683977,28.298876390402572,10.262513328817146,10.50906861360177,44.66579604994487,47.22258321159663,0
4,1,1,0,2,0,74.08591641180142,71.1514673862656,46.52148460080493,58.064230089727516,86.79001915456676,42.19680378740564,0
0,0,1,6,1,2,26.966269043660574,1.1581039175631358,27.72357460953011,53.178333138042746,19.233854396258167,61.204852303257375,0
7,0,0,4,1,0,68.65585950013666,99.9782709081737,1.3130778761716644,87.7811378012882,6.591769878149489,8.074169889271943,1
7,0,0,0,1,1,13.081466626922534,22.226372738764255,64.44041158125118,8.529095653278029,49.501740775242396,8.058350829890504,0
0,0,0,7,2,1,49.16966813090623,65.69010730439393,4.242179662311285,34.371514728380646,44.13595196770679,14.313655944016313,1
8,0,0,8,2,0,20.819702288653087,56.95169167611823,34.41987563930735,78.95150555162579,19.638196393720055,95.43406680827535,1
4,1,1,9,1,0,52.099008592019594,70.24776896572463,60.740700180309204,78.17792273486675,56.64707425042954,10.705856486817943,0
7,3,1,7,2,3,26.65764758210768,64.91569961470009,61.11294467867652,36.4066749859131,70.69200324047557,27.954069035390194,0
0,1,0,4,2,2,98.0121060402755,36.74586003251063,9.867802234738775,4.790589489675989,94.60371265608994,59.60188800953996,1
6,0,0,7,0,2,48.53053693533839,69.47555258086844,31.924885110893232,95.91998083605759,14.634762043539451,74.53862709386978,1
6,0,1,8,2,2,63.26545160372605,9.337353086545342,41.76042622801014,88.22713973563982,30.35324127365293,15.960516938429725,1
8,0,1,0,1,3,30.027229451004455,54.797287367569616,60.67975892889718,86.06375777115458,65.08828111016331,9.798155648164375,1
7,2,0,4,0,2,77.55434793588154,16.842495047182894,59.495809085086506,83.77397166863139,16.434710493633673,71.52054789151666,0
4,2,0,8,0,2,24.13818366278331,67.65446916934305,17.66282502540345,26.06804342068364,34.36990258388658,65.58331505966453,1
3,3,1,3,2,3,48.70668124321982,57.09411260120228,14.401034100531373,16.27255933591646,42.05358008043556,88.35706802824168,0
5,1,1,0,2,1,66.74596961943334,11.497859467813287,11.681672225096907,30.24807964023708,76.94311074539529,39.439604891354854,1
2,0,0,5,2,0,99.73405350321177,51.07469386883283,56.403133740843614,49.33516105948623,66.86451766668546,77.54855241622445,1
5,0,0,7,0,2,7.941763573103755,7.956585596444965,61.764312160026655,25.219719213886236,89.8636198422635,14.37053479687056,1
8,3,0,7,0,3,68.84168929138241,92.36326998572603,26.293012873873025,17.83606790107848,23.639972933271046,89.87620120434107,1
1,0,1,3,1,3,4.120636342287964,8.891181669043458,62.31246522568995,68.40074557623356,75.40224095773185,69.28948386733981,1
6,3,0,7,2,2,44.47569509424151,86.55203973961206,20.303690170778445,44.895483955246675,41.68699632052589,56.858620826131926,1
7,1,1,2,1,3,11.989006263760116,8.160931520255687,71.9079628412462,38.38613365797837,15.419080448575695,55.6231838894822,1
3,2,0,3,0,1,21.154006012464034,53.80040421050071,42.86140986610691,18.00392862533763,4.041064713865705,93.10906325751488,1
7,0,1,6,2,0,48.321408186782435,82.71886570634425,90.35309628507724,46.71095662556517,73.78879452454511,0.3922389438964724,1
8,3,0,5,1,3,97.74893835260784,55.98885187652017,16.830690151594098,58.83479116292614,90.68192101403928,14.13727625024187,0
0,3,1,0,2,3,94.85424384286834,18.75762176432566,64.23612005060332,89.99971925747688,8.350643006178027,79.37455811941417,1
0,1,1,2,1,2,59.6145685759091,50.50579992373725,27.114186015210397,34.07409965272629,22.317395217387116,74.34746147619829,0
0,2,0,3,1,2,67.5845575346776,85.86632553592862,86.1513830535747,24.56083264585954,73.42347863413207,31.107623895111647,0
3,2,0,9,1,3,35.18342600718266,68.42038288625169,23.549233603168098,83.36871958651663,29.228611633507995,23.115950114495732,0
7,0,1,7,2,0,10.084898019981992,73.21071516228882,34.36876695817303,63.21566164555872,85.40392204672669,36.6273393265036,1
0,2,0,4,1,1,7.648363344999032,52.86299415512787,76.39780724301052,67.46931458862211,29.591268215637367,74.93000765439089,0
7,0,0,4,2,3,45.4726288374035,89.91026352750808,98.04153450966365,32.90621140145736,0.3007727394528925,31.9518488078954,0
0,2,0,9,1,3,82.06197785091064,84.64554225081898,81.07926574524869,25.92105214607695,41.64434385479132,64.60982627838526,1
5,2,0,3,1,0,9.927764309790144,80.79438056350922,38.565236079908836,12.243533631319348,69.98328023218072,82.5523873074513,1
0,2,0,5,2,0,2.161204776503989,73.88484270985477,34.195983698707124,6.561421257259747,65.41006876347622,61.63341497309855,0
0,3,1,4,1,2,94.71348856558554,0.7226497960264866,43.33643457775149,88.68936892629412,1.1222300525066786,7.594590158624436,1
5,3,1,6,1,3,27.289878605288532,41.73425823278551,20.13977675012073,59.80979206889515,49.14686570540202,61.76469728290612,1
6,0,0,2,1,1,78.7567227105549,22.96633622433125,50.925192647798056,60.410333652475224,81.15545963991637,7.059993753758964,0
5,3,0,4,2,2,66.11824716099896,3.6438366774467545,61.61369839261322,18.36856241084035,58.95796752329295,76.70166200659973,1
2,0,0,2,0,3,40.82687115987104,16.379866343298044,76.93020830680905,9.979339673327237,56.86311262685633,10.236374158279094,0
1,3,0,5,0,0,95.45827683288711,65.91711539024038,43.78062632157079,40.644160059428046,90.0641497873069,57.35746577272855,0
0,0,0,8,0,2,52.89671523498046,51.86926385444419,72.28257047337281,37.02607008942731,10.139665577684841,67.94745086807475,1
6,1,1,5,2,1,46.656155557469205,64.38523893536863,22.818343718004307,53.18127962069248,85.88291679092104,98.38997445472202,1
4,1,0,8,1,1,69.04250793403573,1.632661169945937,51.79539498134764,37.408326875150024,77.61640596731779,18.621078239114453,1
3,3,0,7,0,3,84.81773092131004,62.5517635636802,16.311810443892018,73.6697397235306,86.7879380820741,18.497214080122337,0
0,2,0,2,2,2,29.02559640568856,68.64484814513068,91.76638152221142,71.98205563724937,36.39145348381347,92.44505423246054,0
6,1,0,9,2,3,80.83302969180626,59.125836970223766,9.199575572758267,90.31741006684379,63.62977580215882,83.12712896564719,0
6,0,1,6,2,3,98.73627849397081,6.03880159776875,17.71322815813693,23.447105302429605,44.15233957040904,38.02340510388751,1
2,3,0,4,1,0,52.30414821576761,11.622074117977533,64.33645686917245,56.36358636681504,9.151220000375526,24.146798961822245,1
7,3,1,1,1,2,17.006462002928334,14.0923064388069,96.58548441398437,53.279946779359456,59.058336673458896,38.6776041251083,0
2,2,1,7,1,2,23.15005961312584,57.16797816792617,62.36274680281579,4.009153777825947,81.00096161023433,96.16324812932758,0
8,1,1,9,0,3,50.174102724687216,65.68539660144211,64.76906113305945,87.40632654828127,5.569479188856152,23.28798573883096,1
6,1,1,0,1,2,45.478137879662114,38.06475720804647,79.85189800260476,41.71608279960516,9.540172943714554,27.312636013734515,1
2,1,1,2,2,3,27.814931063678504,34.30767725362649,21.50621974989868,18.181785241802338,68.26505437135928,85.1587631811234,0
7,2,1,8,1,2,31.247664091150995,5.111529139040883,92.88174440326101,58.64076882568031,95.18895534684007,66.35358391308478,1
5,0,1,0,1,0,11.54768509940367,99.7079357001828,57.43524847772243,12.47186459293832,88.70684547554681,41.539000925541416,0
8,0,0,8,0,2,47.96689070456136,60.79615114795311,55.285149463262506,22.292154521520267,38.330203125826955,19.441013806170616,0
8,3,0,7,2,3,63.66415387523333,38.30025499360511,3.1535235161445185,71.18711329006901,87.0475700939759,91.8796155291458,0
8,1,1,9,1,3,2.0376789959281494,91.73032260819087,93.0763094950375,96.58824651333259,39.585585680278655,57.099010512567276,1
5,0,1,8,2,0,46.23275562510612,57.40790310258367,60.69022709434944,95.17461413769527,28.32546734455058,22.790647737885415,1
7,0,1,2,1,2,3.541581273298111,38.88214744144671,84.76933269156245,8.04299413802495,39.611685758397606,93.85582728771415,1
6,2,0,8,1,3,92.76404553495624,47.48004798101153,43.237749202065956,8.594504484080268,54.20425464243497,63.401479024576446,1
4,1,0,9,0,1,61.22496684532018,27.9606749693882,26.625183775007176,93.501124317937,8.758963664587105,19.576878898780027,0
1,0,0,5,1,1,30.03623498079766,20.519597466969365,90.78250053071812,30.19256753409294,73.87154983744576,0.15493046451378056,1
7,1,0,5,2,3,78.35365280476904,34.57964807837344,56.45254073913903,67.53557750403897,26.896542961504487,22.607868914783126,0
4,3,0,4,2,3,52.13074804481963,83.28004896270346,98.2856746181213,16.600981257760306,35.681567126852656,72.55154387488197,1
5,1,0,1,0,3,69.39666990495813,55.94070290322456,65.41208520803407,30.221593857981954,49.61995224064681,96.97776492064797,1
7,1,0,2,0,1,97.61523711451633,12.883160766507928,26.406255738495176,8.379956738409945,34.631468634506525,17.0664798164467,0
3,3,1,2,0,1,76.52026464856438,23.77531976775962,50.344000760731525,31.535254211744157,27.228490969363328,69.66045498184413,1
5,2,1,6,2,2,1.9533105737743917,14.091258922656602,3.9283470475952598,47.140718514078706,79.94331514506811,85.08420966933605,1
3,3,0,4,0,1,4.341132413603688,19.320462907347846,13.339754114518609,41.07932731285461,15.141208431222875,11.28394480448599,0
7,0,0,2,1,1,50.52504826787819,9.345052302819767,85.5050977434342,12.35013290864142,55.21926923448645,25.791084754684178,0
6,3,0,2,1,3,53.44761178581135,39.538293162624136,35.2965215852864,18.748450322867427,34.33294672356123,4.838147852020924,1
8,2,0,5,0,1,66.24632001958409,93.70727067139396,37.75141519029454,83.53894845285097,48.333037818555304,5.327153543165942,1
2,0,1,2,1,2,37.86800233020057,98.8214482866387,25.17303897525396,7.071517184684817,3.725920327785426,20.686362289864636,1
0,1,1,2,1,3,97.98718347793223,36.25398694879705,74.54809625818211,77.782210788378,76.31322567639262,54.85252358675595,0
8,3,0,0,1,3,78.45675819618,12.822734064568186,40.35056098175352,79.0933951045144,28.246434667307106,91.50507928279643,0
5,0,1,6,2,2,74.38035296582979,78.0118433630686,65.89695198249215,69.36002138907563,50.199658085058786,86.59480395624905,1
5,1,1,6,2,1,96.01359484276375,20.52233155093027,87.36806837872716,17.369315079736737,6.140503251161888,11.482272749489953,0
1,3,0,6,1,0,58.460789900334056,63.65327525979782,39.396243773245374,37.18948117017481,83.92153699489573,77.76945114037215,0
8,1,0,9,0,2,38.607855770328094,99.69382285972365,97.41530361365962,75.64673612360555,90.74229439485075,41.01346580279754,0
7,3,0,8,2,2,11.953712098567104,70.64065020476303,97.78064893031186,48.12852662618459,88.43737477488428,47.57780291870325,1
5,0,0,0,0,2,53.74521086592354,93.07406857260962,86.19179067914082,39.807190902892486,72.63006216970301,8.965658504224738,0
0,0,0,8,0,0,32.0033781850416,66.3658752214482,23.187050241470487,93.91161132111783,92.61858765164033,46.60285092915588,1
3,1,1,8,2,0,93.2854517308101,29.03788176934585,37.444806035476354,50.873332153095916,93.0719476004928,66.31815256715636,0
0,0,0,1,1,3,98.52225222491472,14.280098015775522,17.287350381319154,19.6530767618006,25.259951596801542,92.47487145979395,1
6,1,0,8,1,0,88.9957215084029,94.05235451405996,61.06963263173938,23.135407036360156,66.89601953484708,77.29073542469968,1
6,2,0,6,1,0,64.41116226203609,70.73721439270467,83.4334183117005,40.96895706097028,8.896392671907272,61.15802933719829,0
6,3,0,0,1,0,75.21666007617308,71.24217925833494,39.03975116543944,86.50908645751558,80.21209085481247,57.44748780310252,0
2,0,1,7,0,3,32.81376029050057,28.668993538049293,5.72509926361583,98.27098620446797,15.657357659844529,73.30922331550224,0
8,2,0,9,2,3,89.23244997550846,79.91248902731277,86.80011384641014,72.13275064339831,71.29730893703356,16.243648586575908,1
7,2,0,0,0,3,61.986935039083946,93.42747546922838,36.31707619281252,58.934532741026736,75.95060272065265,31.311493416893043,1
8,3,1,3,0,1,55.917399407774695,84.49000441685517,79.94953369840813,91.65362999254342,29.39938922959581,18.9598186578416,1
0,0,0,7,1,3,45.32599131802479,35.36527528527738,60.63530644199451,52.70553540315678,97.51107271496863,10.76761874921951,1
3,0,1,4,2,0,38.43518026597772,7.619176407684957,68.3229978485711,1.4000338174288252,70.13028594221645,49.26378593230598,0
8,2,0,0,0,2,97.4745158292381,79.06054045538629,98.31460226224051,85.38297896902641,39.13083362731291,26.638610826117002,1
1,0,0,8,2,1,42.830788035724,25.556169107379713,61.58615003343135,42.360757681610885,57.696850521772994,71.91833710965173,1
7,3,0,6,1,0,89.35192454136896,98.65708259312217,73.912757048112,57.34746844366051,10.966483144042593,12.041231053631375,1
8,2,1,2,0,1,66.4057575743999,3.354546109033696,28.483256640854115,92.44217940013263,32.70151753703323,18.88804481844487,0
2,3,1,9,0,1,63.802770742718884,46.938172172154026,95.29552597276754,60.57943154938062,28.088793437669167,14.852924853227611,1
7,1,0,8,1,1,67.67385993169927,8.42406043671734,9.122732324387572,54.34401590240137,15.659348881691404,69.01618746825476,0
0,3,0,5,1,3,38.810858842895094,42.44519498676017,63.36054133783256,58.48678552228066,55.85942901130379,93.75277734283495,1
0,3,0,9,1,3,4.549238587844851,74.84482790788098,98.51530641667875,36.59649211457672,30.101754272154757,7.415306514140019,0
5,3,1,6,2,2,80.12162041988027,35.707551308184385,72.81714927455745,83.06384079374806,25.913776721703375,48.12391784360606,0
7,0,1,4,0,0,48.721193277139804,11.630221230818972,15.82037721788363,37.437233714758946,42.26639384034372,17.454664325483925,1
2,3,0,5,1,1,54.45730954414394,49.48279784813102,69.98820664545055,93.06975564026287,15.034101243004594,29.115108570536606,0
1,2,1,8,0,1,6.956030411472513,59.244843596057706,66.7132973049219,38.17841222784239,86.49334630785258,36.65879496114093,1
7,1,0,7,0,1,43.27662364746665,65.28621697396831,88.92806407105427,33.67746001245207,36.342533999607,1.036276378395784,1
0,1,1,1,0,3,19.38701732619044,34.77721956645342,12.817462929437829,66.55921119090156,1.767867460692596,77.35438893244016,0
5,2,1,4,1,2,49.976961986208046,55.96864652432987,99.43315792240477,79.55679429362816,70.78950125450942,54.61540796858934,0
0,1,1,2,2,2,4.627572219048847,57.9339063326899,19.0951536087538,91.38350320313681,30.443502948913025,19.86986977354147,0
7,3,1,7,1,0,45.30861353643023,27.616561328095635,37.903185755812615,85.70283555810828,91.49491627000987,90.78945264911816,0
5,2,0,4,2,2,1.1960267089203058,18.4350445627405,78.74518580305005,18.40078234193998,49.229998719705804,14.296833010165988,1
0,1,0,1,1,1,49.41908248564535,43.20464072852436,60.19363127085449,24.453890211346675,19.332909501753093,5.754021258659458,0
2,0,0,1,1,1,12.957088207493195,88.44866171698837,97.99269686708863,30.685763514058262,47.84742715723777,5.433278041369305,0
6,0,0,2,1,3,43.88449054178596,49.19327240227194,48.30990993473563,49.46179689498141,58.664242913855546,95.07109783043659,1
1,0,0,4,0,2,94.47690281076744,9.01221379329643,51.640547924859604,15.758323235616768,88.64064884172274,24.842281833519387,0
8,2,1,8,2,1,39.571124584336204,58.083438483127004,37.583448403167274,75.71269649546211,11.2738627738876,0.78260180906643,1
8,2,0,7,1,2,58.66525942713464,3.626802339617907,98.5188279208166,10.674695361408881,58.24538726476934,60.07732419851271,0
4,3,0,5,1,1,25.828653539936663,44.060823515065564,31.692434065278274,29.521556600727482,46.65796352500842,53.11970536850481,0
1,1,0,0,2,2,57.32526923609328,37.460060966591676,53.64082628382211,85.01833554425977,86.03789663722597,18.63128559076469,0
1,2,1,1,0,1,1.7331549305173999,78.90351272304584,56.00260391015941,16.73396474926382,69.60171258270853,17.336633623068963,1
2,2,0,2,2,2,58.20039838905752,1.8069883597902958,75.38976091394613,78.20029056626514,85.94575230506257,28.872727420049095,1
4,3,0,7,2,0,51.85345213828827,40.59793691859118,93.8855822541982,56.95038594040227,85.65111655991413,71.73528990551644,0
3,3,1,8,2,2,57.89693675464784,69.75830501013914,60.451005966720054,49.64064368765349,34.21791883958382,39.77742085845167,0
7,3,1,2,1,1,86.39663276335615,58.48972261163542,4.830426225797968,43.70306835297669,72.96358410025651,92.98573484930766,1
1,1,1,0,1,0,42.14104879045304,77.36555146979384,86.5443791828713,60.70023307228867,54.55127368458106,62.68792419006881,0
2,0,0,2,1,3,15.384789657464658,93.2349824109845,5.7388856941858135,24.221594905882306,41.951246160836554,14.965447849563896,1
4,2,0,5,2,1,36.85695558978408,43.726522011326395,77.81924293820595,12.553914180364679,77.92520059316016,60.75861450978744,0
5,0,0,8,2,2,45.89537890538639,95.74611669913948,89.75421209755191,55.33382873909657,42.47157783096145,38.8135699634878,1
4,0,0,2,2,3,44.32634260782811,88.56682536588077,64.42426604511779,6.562416123992742,38.45176437367414,89.60388288929887,0
4,0,1,1,1,1,36.82908409415724,61.423917777973756,13.019354718912535,22.479700071327493,14.504449431885757,68.6285327424184,0
5,2,1,1,1,3,98.89097726524582,52.00407276877951,61.3971061240219,71.34940713836241,7.5731206591500015,8.135580543986132,0
8,3,1,2,1,1,79.35642278197037,24.302925731505674,31.4856911980258,27.58117402831848,23.759535103505392,45.479077176840775,1
1,3,0,2,0,2,27.246917990475715,73.06346696026833,59.519716667495146,76.71773006670956,63.745833819731054,4.93427611844961,1
1,0,1,9,2,2,74.4556413272883,50.49700014703996,40.336675174937966,81.6363206715615,11.455180005563648,41.55167353727028,1
4,3,0,5,1,0,80.6676536190567,49.37010206271493,59.55925327031485,71.27637689297264,50.55536069501214,17.716636659661724,1
8,0,0,2,2,3,41.69640006695674,1.165373679682824,20.49273254429377,44.62317943088174,81.73989688729908,76.37632847485034,0
1,2,0,4,2,1,47.18332289274889,93.45046964307157,80.33476457665681,45.22260494961565,73.70214119015169,27.49321449336429,1
4,0,0,8,1,0,9.75031033336603,33.97454841148196,61.79424994505369,59.69864586898264,89.04668676492497,56.50245993779581,1
4,3,1,1,2,3,60.07763747709234,14.221840270104313,45.96618724358665,17.55141258166386,71.61530258021483,29.17619214023378,1
7,0,1,8,0,1,90.40045581084463,63.864045072184794,85.46353141911997,84.06581342612805,79.68748786800461,33.256675931502,0
1,2,0,3,0,2,69.0758684572969,96.5360261511306,7.582629803146313,6.538892189895639,75.48607567877339,25.36195224752673,1
4,3,1,3,2,3,46.73938475934932,24.15678874299051,40.237679530704064,60.02410345085774,9.91671690033905,42.06090381554339,0
2,0,0,4,2,2,42.5293219462479,49.466325339990334,5.942930831535431,57.30875408459476,75.24200545838235,43.36955814177694,0
6,0,1,3,0,0,26.092044484787667,95.34983250298613,11.389044437300132,82.86813926669254,52.08478237998291,4.2588972176058615,0
7,1,0,3,1,0,50.00880157605651,18.41789324812102,99.56361418192492,83.72522398817345,82.1648384700966,0.7901440903411716,0
3,1,0,4,1,0,56.48949672761528,27.7481633172451,98.57735311054088,59.067508164876536,5.549548417524763,75.92330699145226,1
7,0,0,5,0,0,76.61681697590058,21.104162470768884,21.360638569918766,16.195598111217514,2.459327769113795,25.34566786217207,1
4,3,0,4,0,3,68.26855142190257,17.725569208551327,1.7377523349996982,37.40382508105574,32.69301079553436,76.77595751711117,0
4,3,1,9,2,0,94.34510357583596,54.801432574028766,58.67818812974706,37.159296887776286,22.614366696284794,27.328091942783438,0
8,2,0,6,2,2,1.0186337720829775,99.2267513285408,98.04943374161695,92.15187817838603,38.914399230308206,62.031945026065,0
8,3,1,1,0,3,60.66159591613698,79.95504513151927,47.958575857732065,53.40129795607119,41.495191285165056,82.37886722574574,1
6,3,0,0,1,2,66.1788337401256,89.26962088444846,97.62996204856358,63.162037082747666,35.82869221789387,72.02019894519188,0
2,3,0,1,0,2,43.78844618883983,8.283108449455312,33.96184679803474,14.549730193763931,67.11546325000761,47.87094821515365,1
5,2,0,7,0,1,46.319806461810366,70.54775920070112,31.336032552419468,4.845002819845301,11.915004390342032,46.71177863093391,1
0,1,0,0,0,0,85.44460002396696,69.74908349184588,52.124207504586465,99.97318397518573,29.236298317520813,6.407992536160667,0
0,0,0,8,2,3,81.1476508178846,97.2562589049538,93.82106990882907,45.52209013001913,1.6201818899572173,31.146706116760548,1
5,3,0,6,2,3,10.05688487469335,88.59111332748658,69.64330216405776,39.79875110343344,77.74391489298144,91.04851398043502,1
5,2,0,0,0,3,24.666287046660017,57.04265560517653,91.01454678659326,96.92533664790602,57.86926775128508,95.6440895044726,0
6,0,1,6,1,3,56.2187351062421,4.149024687132707,79.1943388533396,7.986281291692931,50.02637063169031,10.850042561863326,1
7,2,1,2,2,0,56.391429900256796,17.803935866618993,84.22089512802283,59.41142629135714,92.54081350455844,46.00410341329666,0
2,2,1,5,1,0,10.834658542730867,35.07748519522033,57.76210343995122,50.035130772365896,38.75713336228377,28.76344391292963,1
2,0,0,5,0,3,29.607333159474535,49.63794813800633,59.175264984201156,22.91170384720118,91.89583135808425,30.7921021973387,1
3,2,0,7,2,3,46.40485103007352,69.09251227984228,42.331461473035795,41.13287818063116,7.229160795331002,4.304415148499963,1
1,2,0,3,2,2,36.49748153014028,42.30966556131003,54.74221127877339,19.562532801174694,76.85659303357129,85.48936466840024,0
4,2,0,8,1,3,21.56326206633056,11.210453806252808,64.64906520481826,96.39302586509307,59.974959786521474,98.02023242939305,1
7,1,0,0,2,0,25.5243585942311,30.402290874992488,29.214451360871653,86.60883732294297,96.92422375417257,0.9497302742333846,1
7,0,0,6,2,0,58.272201459873116,11.808000319535205,29.192278278895067,4.663282425698112,7.211276271645906,25.932365265944934,1
2,3,0,1,0,1,34.46926387532447,87.11950475202528,63.84703033167284,83.33113239851365,99.67975534747275,33.16731024363448,1
5,0,0,2,2,1,95.17293747134013,50.27454489164283,57.18522125297546,15.592915062702362,0.9370472146438824,61.38061926408411,0
4,2,0,5,1,2,20.438947255822026,25.49092194447089,34.205808542547864,56.98736924701488,35.09346079392051,99.72095919061196,1
2,2,0,1,1,2,22.35722197170841,48.70021209516491,70.1138495364307,50.418704773115245,14.16473973635325,35.0969046574227,1
6,2,1,0,0,2,54.448198348984135,45.36604196599918,7.450539102437936,49.21953393397081,63.46178719003345,71.16556131156095,0
0,3,0,9,1,0,83.79612503889177,95.70991217191175,53.991510060910585,32.18011008422673,13.103250245714115,86.46558823891219,1
1,1,0,3,0,2,17.661639933985875,38.19950055499809,86.18239660287536,16.345518746408704,98.87171537261813,90.64449793721498,1
2,0,0,7,0,1,50.802930947323645,84.0558063892021,20.96110657917484,1.3334013095534059,56.08262694309437,67.0733817016489,1
6,0,0,7,2,3,76.01118075085242,99.94465621532062,2.1258194179167744,46.391307092301545,95.12142132219256,22.821055630321386,1
6,3,0,4,2,0,53.532481314242084,27.762562402111545,80.1379506730101,25.906015859917876,54.634783596178124,38.76811786518406,1
6,1,1,4,1,1,7.934294680074339,67.40966740542675,15.493492350577887,51.103480504633595,12.377147938677124,55.23737699604061,1
5,3,0,3,0,1,37.098469345338415,17.20782213665677,88.9142936838597,59.20192606723208,17.015844296745264,1.830227402215634,1
6,0,0,0,1,2,23.06332246744811,18.533820213802333,80.07866275595595,8.25429994195951,52.03691012741744,2.504492302572159,1
1,1,1,7,0,2,96.96050145245464,48.060915450412224,45.36146467340366,8.227483795133894,36.77466315368294,25.167817064298337,1
5,2,0,8,1,0,71.45489047045336,18.50773109102932,65.79344201934151,60.6367999011715,52.3189936584857,34.570849623366726,1
5,2,0,7,2,3,67.69905034070833,40.23900129182801,14.360780762974235,76.96485138185614,37.27978073470405,32.96373780179622,1
4,3,0,2,2,3,39.0664060754218,21.86263952935944,80.65499996977991,19.129102741001248,1.6203319019992724,78.10263984547005,1
3,2,0,0,0,1,37.060700559918004,62.76045642310283,73.58310153756673,84.68748946536691,62.664721978819834,90.14190741074222,1
4,3,0,5,2,1,62.969712492862364,61.824293514634036,59.08426300350782,43.57311171744422,45.048891207620144,64.71861128488156,1
0,0,1,8,1,2,65.4884634724125,12.611963519042712,45.69415908551794,44.5154391994818,17.692338825584297,13.38544196999707,1
5,1,1,4,1,3,19.14608041242002,61.68001071470307,65.31149140960918,28.616295025320284,67.59053910346438,95.20305993084428,0
6,1,0,8,1,3,64.01958531148343,99.11258318213993,38.71332196496452,72.92036021673162,20.0393099960377,43.3911628831098,1
1,3,1,8,0,3,68.70432093132845,99.0392120163169,55.83497884478251,83.38920325147554,65.45326104934595,78.8037434779351,0
8,2,1,4,0,3,71.66507008020258,10.939704728345244,12.865010879422133,61.281077434669825,78.91581863825417,27.531349191486242,0
5,2,0,3,0,2,46.08891004424559,53.372049923837736,62.72798608096023,19.575257854412243,66.29135624150936,76.87008408568275,0
0,3,0,7,0,3,16.670243060314817,2.1729534632117353,81.29727718760297,33.29646094335932,81.99690778268591,42.458847271273385,1
5,1,1,0,0,0,3.876798798419545,22.62616337520741,0.4201536578858467,8.347185159952053,59.983282145997144,37.3819786147405,0
2,3,1,6,1,1,69.60920424712681,8.517612921563146,59.027441869431684,82.96190594972308,13.937413441875712,58.790813995840395,1
2,0,0,6,1,1,82.85375169682877,32.97181149247178,98.66800072693137,65.31444357535098,5.610182126051477,26.07641077681391,1
5,0,1,5,0,1,98.34034372226027,51.03149716035412,65.38877396760665,2.506174428506036,79.94367685391445,1.9476245034420692,1
1,0,0,1,2,0,33.58830763975712,27.865001865738982,37.40721140596497,17.413789670536296,45.69643144531395,70.83230654850782,0
0,1,0,4,2,0,89.69608495749345,77.50117247401202,91.62766442563672,91.90201897147978,22.239491248280675,16.809902707852366,0
4,3,1,5,2,1,52.35541723950602,7.732198312460358,56.87821377384956,20.93725687530883,8.978080166861158,54.56413797279473,1
2,1,0,3,2,3,89.99749675419956,28.6088404320042,35.63465944349462,10.419380278997693,62.06037419791717,97.73901710610087,0
7,1,0,7,2,1,68.38564423186358,97.08157178974123,11.84094888831142,72.46627177855005,43.04115350248012,53.322732384136614,1
3,2,0,4,1,0,37.21225935059452,44.51258337003211,42.79177932074716,37.319384065800655,0.12242675640018463,92.63037194594685,0
3,2,0,0,0,3,21.62086651250875,70.30849072117807,48.524941103342215,76.10332693210059,63.800660797137134,56.81590777918883,1
