cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,cont_feature_7,cont_feature_8,cont_feature_9,target
3,1,0,0,2,0,1,0,3,19.66722906046312,37.5201603419307,87.12940962710766,48.7240079949683,99.74787586088132,47.3909394990046,4.585371061256504,6.916834700927888,51.675861442153135,0
3,4,2,0,2,1,5,5,2,59.64118302902096,78.49710314374462,15.971896427889343,86.74836949668841,53.02826114893225,89.41883155539097,34.256122434588285,80.70288491665315,84.22947194452699,0
0,3,1,0,2,0,3,6,3,17.224650169211397,25.826582288445323,36.43097302689391,14.583656779251253,40.509936572596274,15.66080031352226,43.40097251151648,63.12199012448887,40.78654914144526,0
3,3,2,4,1,1,0,3,0,66.39966701109148,97.88494215184166,83.3965147169604,34.690336540367284,70.0010859395541,49.26063218637764,80.06333451924384,8.034023202334396,42.973173646711096,1
4,3,2,4,2,0,0,1,1,77.19118584574275,68.06107854026858,92.01423345854226,70.2193264712066,81.60539000858357,12.207306614525992,89.56962577960769,77.65868914456202,80.36766860886821,1
1,3,0,5,0,0,0,6,2,16.09250378923329,55.03914481207275,99.12572089313623,77.32756659560005,51.649784910004215,57.41120398866173,53.5023315851181,74.44591353464321,31.714667472996737,0
4,1,1,5,6,0,4,6,3,56.50590746903262,1.8069394875921851,46.55390111986757,42.73879474512074,87.09395670246059,72.85554747691727,41.57635990146197,55.05893002876531,12.078251621337477,1
4,3,0,3,0,1,4,0,2,56.37263063186697,23.675422598627815,2.4858720450618987,51.055615439986305,86.82668390090643,78.1127405069267,16.150090758346714,1.1184833002164218,61.74112865249278,0
4,3,1,4,0,1,6,3,3,53.87959848453424,40.534566140694615,93.24919935364667,77.73071499746906,16.361204125035854,58.004503667114626,11.168053988936554,32.57050086380169,59.63978371022899,0
0,2,1,0,6,0,4,1,1,78.90226052531358,73.97780004394205,37.47416557706226,74.147403442949,28.5903978732969,96.69352034250282,17.248526144617347,40.30147661312419,67.85602557481918,0
3,1,0,1,0,1,1,2,3,92.07674628908333,21.411982293089682,71.31914502011318,14.893592185947602,31.771204106444927,42.01004686606853,85.65722385210208,35.28923393176817,60.42421612320239,0
4,1,0,1,2,1,1,6,0,7.745068650978126,49.344576867630686,35.23838510556724,88.35862628180713,89.62196429986253,65.02431790468025,94.00576985833212,59.71045559888294,50.89603093387699,1
4,2,2,0,6,1,4,2,1,67.02089669194422,87.34443497957287,38.83442047029795,44.409901674863185,93.48039218516674,9.399947551841336,38.82017888583545,67.14944860442525,85.51062052051691,0
1,0,2,4,5,1,0,2,2,95.21797227698238,54.22592648580049,42.26835462482369,96.41141084048691,5.83572798333395,16.598015790445075,82.55619273084436,14.380722465997575,78.94097280893891,0
2,4,1,5,2,0,2,6,1,67.56984192948225,40.19621487481524,90.15786625162312,98.27074395444832,8.764664424736079,13.323527075612752,85.7660237435028,92.2709022343561,10.322090616421598,1
3,3,1,4,0,1,1,1,1,94.51704048367418,92.02542301785485,62.26422714474098,84.77059690798919,33.97290395817835,31.25018806319595,3.1634848344784805,45.8136262874987,15.897674197459166,1
1,0,1,0,4,0,5,3,1,83.38123656590966,90.53605202364162,67.45433943518987,23.0124276666003,67.5530302163154,74.64507911283165,55.07408664278331,72.55500530086799,34.047250603983656,1
2,4,0,0,3,1,4,1,3,50.97365846610725,46.2826920109248,0.7217020531169904,31.420654351982492,99.40868597287489,21.494820502362412,21.649014292817846,89.1413828370284,85.41728484994881,1
4,0,2,4,0,0,2,4,1,58.417156422510594,72.06533033865927,3.259257942939664,85.80956341321647,60.512919629111416,78.3396898541215,98.10464544491086,70.22986465890617,76.18908424534669,1
3,4,1,0,5,0,2,7,1,70.42141866388383,15.28659426261637,70.52706944364535,75.9290507597762,68.06151484780658,35.335838415114104,12.506583460270681,69.71804389494172,61.590813814180756,1
4,3,2,6,2,0,1,1,1,80.55191191122279,81.39572013356215,61.25171862338201,96.10649704523134,92.08128864079782,48.7413738415418,84.18195816935882,83.79116520030225,8.540729546169024,0
1,0,1,2,5,0,6,4,1,76.6498851033915,42.185632540636966,14.411052991637174,17.89126058338941,45.45413445276303,11.48846971180948,88.35213373755539,11.394103771786979,32.61829442094778,0
4,4,1,4,5,1,3,1,3,18.540543560533905,52.75623684468389,95.5122164421906,24.07113632476009,83.7418455647603,77.42316932199456,94.86473555895711,50.885257874912945,60.878670005095,0
3,0,2,3,5,0,0,6,0,7.865857143653332,2.700715259494657,72.9747523197298,63.00819878383782,77.82822958357765,61.69192854732568,83.23951586516145,97.78281450260894,13.705896229700066,0
1,0,0,2,3,0,4,0,2,5.451952631240076,29.91183384343352,32.73501700077386,33.725485284656976,60.85052174582063,2.327390827720033,39.140973575793105,54.84174258020316,12.286922371892873,1
2,0,0,4,1,1,3,7,3,30.836151608540863,0.556641642923239,92.42136323737597,43.746142178178445,83.73820334259001,90.49488554765811,56.296638765493256,88.66726150470271,92.92882068639238,0
3,3,2,2,2,0,1,4,2,17.277733335716526,29.966240890795458,99.36560367621891,44.21004931636568,22.358714226698883,24.4745165098077,18.108539582975126,89.9111489689983,94.55844601437782,0
4,0,1,6,5,1,5,6,3,49.920144001785715,2.0620132982322015,14.801578636457958,13.453210025944951,97.18722357730879,93.5821630156504,30.640829614368926,15.95065456609741,81.85778860243575,0
1,0,0,5,6,1,0,1,2,39.355723674078206,73.25851820899017,58.65648594391624,99.9613241450746,78.45342761116696,72.18857594118688,1.5143085262307565,90.16348699897985,96.70120277216552,1
1,1,2,2,4,1,1,4,3,13.2457238393349,43.833942421247386,36.22043814477273,85.76053968434645,3.557553268463587,6.20065264927121,33.03650618075991,89.32401785323682,19.532121840451723,0
2,2,0,3,4,0,1,3,3,29.431990085809588,52.25530468187418,81.69863792813572,77.88670375667522,89.06703757778777,29.962236885341742,40.65915016893656,66.87642185143038,15.030235147777882,0
0,4,1,2,4,0,2,3,1,0.33949848387483383,37.899946554748794,59.223582773461246,84.26610697016194,11.062759354417494,67.81824446651657,72.4566876856274,6.191007344056421,83.80276378880457,1
1,0,2,1,3,1,4,4,3,32.735753590322346,94.72221705904269,92.80626019566444,70.82565395180787,84.47206193616059,40.931342795851876,97.93519090274879,71.95515257306381,9.953971203159018,0
3,1,1,4,3,1,3,2,2,79.4123646482997,16.304963377747107,6.233872747059643,76.27513604117053,60.36800703377888,51.54899843188537,73.28970299343938,95.79765420801898,11.556866571964752,0
1,4,0,0,5,0,3,2,1,29.040822237965635,50.54341486541571,72.25925974125727,90.56967582241546,25.32270659274891,13.021544004193164,44.59858936900461,0.0991541511220384,20.920418663609997,0
0,0,2,3,1,0,5,6,3,67.44171889041104,25.488677555916873,89.86497929750315,11.736855615534791,93.9131581222739,53.01291738513366,25.21547144340679,16.3130401778255,0.8424512054573841,1
1,3,1,4,1,0,6,7,2,62.72266160471259,62.9380175898087,27.46368157162864,76.02429494680814,6.584596043273039,93.85397323117621,66.43116191362877,96.19946751125347,83.53234410913821,0
0,2,1,2,5,1,2,2,2,35.99310433984587,2.557616886695635,71.482471266591,77.79379858006159,26.245062154552556,47.119271580007386,14.63699907135556,14.631842221585266,11.46830857693837,0
1,4,0,5,1,0,4,4,3,43.35813646211576,41.88798324571283,3.228697963788363,0.891715595151088,79.13760192061406,94.96055284047804,79.24486738418967,76.78715457488663,25.115125245870008,1
3,2,1,0,3,1,3,2,1,8.021083795767414,12.791886533382446,59.40245783409151,17.8884654250274,88.20456422671985,86.66586866073142,56.75444348734837,28.487201804790395,76.80352650394252,0
4,4,2,2,1,0,5,7,1,63.83521715939378,15.741272278856256,11.752557248950046,73.59796686610179,5.368361784906361,94.58519542055379,14.344548650878941,66.68899053978011,15.111455593793421,1
3,3,1,4,3,1,6,5,2,85.40800127628506,94.840230482822,80.03659069854525,66.52484464805413,22.735358945160613,92.47356242844408,69.24836318189749,55.91791886388815,90.37060555246231,0
0,3,1,5,0,0,4,6,2,81.12920678322442,32.10326275044174,42.445972399753764,95.77904188076167,27.51831413988356,57.2049536092659,6.825567948826494,75.14483253204777,20.82293318192373,0
0,3,2,3,0,1,2,5,3,40.151429185226306,3.1167363076153975,3.3681050692850434,44.22468871113685,22.419030005171624,24.344505578794916,63.58801872697448,1.8997978640719615,69.37608086623274,1
4,3,0,0,3,0,5,2,1,3.345312476223483,72.49112416310533,13.11226063536658,79.7324740492621,95.98938502991679,8.098885917844934,31.8917308324695,13.989506493952298,59.443579536139204,1
4,2,0,0,1,1,1,2,3,15.752868795389585,29.16053880023677,9.65790721067059,75.60962267239985,68.57592466492383,67.80549633236654,13.992222875825998,78.72246655384495,43.88614839592139,1
0,2,0,2,1,0,1,7,1,26.8054743172218,77.81384289734714,20.544031063797174,53.938804735962854,72.24476472332826,99.11712363802259,73.94560871285175,38.277610074237266,22.56768279572666,1
2,1,2,3,4,0,6,0,1,31.18130870671405,40.8096262637052,57.11163217844094,45.54143087201553,17.348042367202698,4.713061725444367,29.504438879437956,1.9924720751468339,54.93774585556952,1
0,4,1,4,5,0,1,1,3,93.27906228665819,97.89943451738931,97.69517071963766,23.09299329234915,51.991450627431334,32.330180729831866,23.895599722847273,51.399956221469765,94.99816195154776,0
0,3,1,2,0,0,4,7,0,62.07478632185182,42.0555810373508,27.18194264665964,34.138554509067255,35.206104732547004,90.00420683442448,6.0362540851985,38.43936999871554,3.7557756643832207,1
3,0,0,1,1,1,6,2,3,27.450935586659376,35.945930551699156,29.246562635370676,37.42997846532427,26.135051768242047,58.07499068413493,61.662999561649286,33.36133125968248,79.57350207621269,0
2,4,0,5,5,1,3,5,1,44.39252792684679,2.658033258745318,33.97391294560352,73.12514608381959,7.737354744446168,94.09727065119492,6.622067552196076,2.613592170292567,13.666032913285708,0
3,3,2,0,0,0,3,0,0,38.34360312436604,35.5062146174796,67.9883690337443,77.2874450703282,87.35933001650334,73.95766641565052,2.924047624114534,30.49873097957383,22.18848396059483,0
0,1,1,1,0,1,4,2,3,86.5848031672888,32.04680077868757,60.34576193558632,50.80072651168596,32.79691202949165,96.39054802041717,62.017162248405754,34.359334161901614,77.10295681665225,1
2,0,0,3,0,1,6,4,2,10.544631208997812,10.361397939503792,57.03338702104652,28.900150284767967,25.784619322687497,53.09871239928173,28.787069536493583,6.760993309355923,5.187008975462836,0
2,4,1,1,4,0,5,5,3,71.01171285576861,72.54524094837842,81.36816833074133,2.3160254143238523,20.88446385898558,89.0617656401518,72.0300467007831,85.47412900474475,87.27123994224428,1
4,3,1,1,2,0,2,4,0,83.09563235949196,56.94374304841061,55.84424970589301,42.06628659357929,83.87217066963987,11.93943092955071,61.95354104465082,74.99604265245333,98.89362149277024,1
0,4,2,4,1,1,2,3,0,76.62537268969855,23.72785222711331,54.9142090503065,44.66083487592687,77.97552252751294,53.03141593501181,34.43174067324176,7.386584046535772,95.27029620487654,1
3,2,1,0,0,1,5,3,1,73.24585098040937,0.17030817431097356,55.44009128970365,70.07360580873471,1.1333312692426545,70.77112555360999,93.0023637263297,5.975605497378867,54.497600130702594,1
3,1,2,5,5,1,1,4,0,68.09852475468301,91.14376570917443,91.93090253796504,43.502325783068564,27.992833895099135,16.76672266321868,55.57932421982673,32.244498762413286,55.10392586406224,1
4,1,0,0,2,1,6,0,2,8.4430492931323,49.994524855404585,82.47448476578272,86.63220712233284,41.825932978803905,30.950455006312804,55.53299475730156,14.912626639097981,2.3733747914224557,0
1,2,0,3,6,0,5,0,3,91.98670792723985,97.69904687860242,99.68069455551299,39.4791644220175,88.3391879266312,40.98395906934271,32.57461205541342,60.51250596891645,27.5471818113735,0
0,2,0,6,1,0,3,5,2,76.40020683419037,81.3852159482197,23.216728927950957,95.89806191385273,8.849975886516237,34.02029536149269,63.104370655251586,15.930139313580572,39.830398487563336,0
2,4,2,0,1,1,2,2,0,20.634499166837806,18.975315695818317,78.73555968836592,59.998629008026704,63.925971376695756,92.9933134418927,9.796521341567532,69.52545368752861,59.2086966037391,0
1,3,0,0,6,0,2,7,1,47.90702725830798,93.51442618205152,96.70953158633488,16.620240441419533,39.75272446000487,45.906509805299166,76.82296600706017,63.62939958067888,91.69504078782533,1
1,0,2,6,5,1,4,2,3,84.71139737148174,42.78119623124752,84.2579698164124,93.81456770004209,63.58452412383131,32.01507992866175,95.90947242530024,52.428364160214244,8.833571868081325,0
1,0,0,4,5,1,1,0,3,24.88654124610228,86.06733720405964,18.210763172066958,9.088944548992872,70.94428281377476,24.953895464906893,32.93735821584243,11.142867431589087,55.078503113313374,0
2,1,2,0,6,1,4,5,2,59.85097473745421,1.3827851239461286,60.80801847149967,0.2602299952059961,84.55609193172796,36.65693267999597,27.863745776878403,16.3107481747238,31.422468993637498,1
3,2,0,6,0,1,0,6,0,87.20900090981671,50.480723440630285,11.927339046153895,34.036601779178255,61.31330349157581,5.618595911901158,41.5330583427766,0.20084304515357587,77.99216702599124,0
1,0,2,5,3,0,5,3,2,50.59797283495836,49.22992613150697,35.26358877405368,98.29188849425493,7.669362203888941,84.47826423687036,91.93696431574102,65.01474784561962,23.05533772876195,0
3,4,2,6,2,0,0,0,3,47.83918677797651,94.44174756616302,65.04821972969295,74.22079002410457,48.31416950711059,75.99444730090875,54.063576545437705,44.20992178244,72.44476527384116,0
3,1,2,1,5,1,1,5,1,46.11767433843972,25.146815524996114,76.11798936011827,13.285456364919623,64.95302463599978,97.16579098867174,82.65246524449478,16.683248394000895,59.39453382182225,0
0,1,1,5,2,0,6,4,2,57.85546855670572,80.75204763053851,40.06080983042089,28.51140479371387,87.00434284323913,70.62496638028412,92.76986664941076,28.186016829648462,43.29180677166371,1
3,1,0,6,4,1,0,1,0,61.16305702175774,2.362156938749127,25.032236494328952,28.209511216078553,58.175859452119205,18.336088436355258,54.3343651753642,40.41238574484033,72.69002640123361,1
4,0,2,3,6,1,0,4,2,28.651798582994992,37.38850647295068,51.60974556154709,58.18458170680111,0.2783072122896746,84.46957956885429,7.371888601516686,61.3560000730488,31.911208290472025,0
0,0,0,3,4,0,4,5,0,57.77206975333521,33.22121472248567,14.9091526114413,62.74284427935649,18.890124636876394,13.877036306017343,99.86586593787857,15.212020890947143,23.718834154202895,0
1,4,1,2,5,0,4,1,3,31.148613241226276,86.34319058109664,6.001151043935038,14.76966147507387,70.89264747188268,10.71272887754927,67.05327768251719,55.21177702249139,63.827628761781405,1
0,0,0,4,4,0,1,3,0,73.4730975595111,80.72763999353253,12.565519723046037,19.734198716307315,37.61834365986173,52.27359571507362,39.37943682822011,29.941620323442,37.788725528073954,1
0,2,0,0,1,0,3,1,1,35.238124782084924,17.31949110257598,43.35294878912457,12.540238938072523,43.64012771553244,70.37161510010054,26.56261421136176,52.35551500494605,4.382944427416291,0
2,2,1,1,5,1,0,4,2,28.993377226098115,73.3447166651809,8.869132380004686,34.32956973882,37.4341539516948,89.10032151808255,28.901396483684994,9.266220803004089,39.708673819536,0
4,1,2,0,5,0,5,0,2,46.564941643221324,61.040584813052234,47.7466093593674,74.26010904340104,47.82508618898357,49.843342640920326,64.99957537484964,27.400115877494624,28.30527228588482,1
3,4,2,5,6,0,5,2,1,66.9195767896272,20.720848593016463,22.897906107941026,92.16317766946996,39.22237379120814,54.8250246569976,97.45884375435519,20.348669585260915,77.37487226702754,0
2,1,1,1,6,1,0,3,2,16.984132481589732,26.581009039794303,48.55643495276097,68.5425363104673,55.42324248878465,79.73576456209409,41.196893225711115,64.20082911985044,1.3801313590474318,1
4,2,0,2,0,1,6,6,0,69.24284744161422,22.375312437474637,20.240899711074633,50.51206140565788,65.30309741648082,44.86441119159876,50.685050873844,71.14568237190065,55.06503205258003,0
0,1,0,6,5,1,6,5,3,71.02526848228746,25.300690556807382,71.89194865510163,45.4181020363026,22.767293847771775,15.403832429994658,5.219192336999345,36.42272051786571,22.75685617955583,0
4,3,1,0,3,0,1,2,2,15.45191436517176,4.796158424705865,94.65992878781883,0.22781642895981502,78.89229928617999,27.650193048088035,78.35800769502121,50.06261663060065,94.34613174338396,1
4,0,2,0,5,1,1,4,2,23.133774946680795,15.924344298896875,81.88781931716701,58.902501928812946,51.76587425063974,49.639932284140585,15.3816306749761,34.5253794691334,2.252209286382423,0
0,0,0,6,4,0,2,6,0,98.40435771169037,94.72664613784139,25.391237187191905,54.9354439947341,88.56812768974518,38.28498573253364,33.09125873696418,86.25685652567061,66.50140731671479,1
4,4,0,2,0,0,2,1,1,16.493823050336452,24.212199711259043,3.054802884228225,1.7199083473146914,27.18665174008823,41.815892165109126,30.74179555381117,92.47951023222058,93.6179817358908,0
2,2,0,2,3,0,2,1,0,26.232844971759427,9.759079422614626,62.402588417260795,50.04310787747642,47.6442242840546,14.119518174412182,23.376977018100618,67.89332744885746,38.975069038076526,0
1,0,1,6,5,1,4,7,0,7.732313675097247,27.29267150092053,87.7021762477993,52.035943632430005,95.21603526225167,2.784214818572428,84.82467020934881,35.39881368129607,85.79453169258059,0
3,3,2,2,6,0,6,3,3,47.0710043848088,16.93877530827358,14.644514254576935,15.349336568731376,40.367128730784195,90.90945538482097,43.69781306442933,13.568139426605475,67.44299710924037,1
2,4,1,0,0,0,6,2,3,64.33470334695075,0.9831656227132113,4.747998019939859,64.62980670143236,56.655354870506734,11.216951090397199,97.58551128110409,37.08123167968701,70.55540693958241,1
3,0,0,3,5,1,1,5,3,20.77100839514756,64.42011103636864,68.21353324655578,87.80307273573983,16.93220636038203,76.00870428094836,77.39089261541817,77.70299508039312,33.91984262772918,1
3,3,1,1,4,0,3,7,1,27.04799597258154,73.3935484014623,94.71220268886562,68.24078346755516,62.820152201055876,20.72284411138935,50.60973086366679,23.6034774368482,33.84072276172269,1
2,0,2,3,3,0,1,5,1,57.020963051674435,67.24505558521385,70.25708787115522,92.65269328079376,31.885331508216375,71.30034249278002,38.59748185256796,5.97987094531166,64.65266804808475,0
1,4,0,1,2,1,4,4,0,27.017864717280748,35.81987436050612,52.362831877385965,34.23080216467929,64.29818285564322,45.53880131711382,82.01681373830394,12.238745289335384,54.2675736106799,0
3,4,2,0,4,0,1,0,1,31.490812676703182,18.25050476606368,5.522672628043923,4.909532557430163,51.93286779213967,17.806144831358505,7.810816984611746,16.780314234389525,48.01479008087909,0
4,4,0,2,5,0,3,2,3,76.59761406891317,23.747785205432812,19.374969787632757,35.812602688890074,2.9066292158360763,61.76746471152747,11.396315440311188,53.0117872662067,50.09419395778155,0
4,1,2,5,2,1,0,3,3,6.5514114100983845,55.42809309796189,45.14006464089145,88.65712364910829,25.32089014716419,16.392262430382264,84.77277934537977,2.831121959453986,28.391577587740624,0
0,2,0,5,3,1,2,5,2,48.1776386038286,15.97587176828279,52.308532550625046,31.83130651286471,72.88008025200645,97.93050963172274,42.17524170088246,41.36294677519528,76.51372244192032,0
2,2,0,5,3,1,5,5,3,80.80805518282648,77.11872450407724,0.5883410994702576,79.66868234811295,70.2085258081268,49.275811971005865,48.68271620529454,76.28107878641622,80.16970858197422,0
0,3,1,5,1,1,6,1,1,90.40439460059699,72.48753804761307,47.690880411831074,73.89544059197306,22.031056232394576,69.24645287736664,23.78627390101542,53.09013831775838,5.551749742771661,1
4,1,1,3,2,0,5,1,1,10.538567088733675,49.073004660112794,77.27854642928095,4.941068334815013,58.909730924054685,77.07706386181529,54.47043377909196,12.584261208007174,93.99223344802353,1
0,1,2,1,0,0,3,3,2,66.02386958875337,97.05424167938602,61.85309455057354,48.76455558876337,43.92074698230304,94.26643317695486,25.385671700870603,53.74004743837937,0.3171492498852957,1
1,1,2,6,0,0,5,4,1,65.1946352712194,99.64102654866043,49.697822818778434,58.68369868311518,40.30239543075184,50.40673664918466,80.16217422650621,80.05368711316571,77.6779306439041,1
0,1,0,6,4,1,6,3,2,9.909664118638217,42.17933071347713,40.19573886446523,98.32690511592503,29.411632149376498,88.07524475961664,74.45028950831887,90.1856688461865,29.391748911779615,1
2,1,1,1,5,0,3,2,2,67.01834184356487,19.71777775793575,58.36955201730139,73.04054937835764,41.0840091431633,41.50211034163529,29.82564464507996,89.75258492536291,44.21014137747433,0
4,4,0,1,3,1,6,6,0,0.29696629569754274,93.46895702183157,25.88035387582034,44.85657874416928,68.65661651274695,61.683526793719444,0.08665768071233204,15.982479643381343,99.47774689515732,1
2,1,2,5,5,0,3,2,0,22.574148410797847,87.84889478055493,27.0470126175154,86.2743836927419,20.19146592383595,98.17694307167937,13.237152103181671,61.08239622231236,12.051171857650168,0
2,2,1,0,4,1,6,6,1,69.75992206898637,46.99569023744717,55.33852027361349,50.60869279445623,68.2029087794743,77.15851035667792,99.12122410651403,61.44382026587271,77.09325686801854,1
1,3,1,1,6,0,3,7,3,73.90900847914796,29.98524035475737,91.84395006561158,13.229584414955042,58.09078174706905,71.86695629684068,1.283767896950283,73.27493637967581,21.691859265558666,1
2,1,1,3,4,1,2,1,2,99.2538197782641,50.19290921059587,58.36903162198948,63.16629836320452,59.99182505419975,0.36452631589720674,45.258162736691055,70.38722244090599,78.46231278742735,1
1,1,1,6,4,0,0,0,1,58.44040894525529,36.59686885942202,42.236838861995274,65.66018881085118,50.55048270593762,0.7163455371805738,73.04752347993173,78.40874568757353,85.96203261611328,0
0,0,2,3,6,1,2,0,0,74.68800910025651,1.3149513860033046,61.6013736045854,60.04517683481294,79.45345723302368,94.38121004733779,79.41849378869023,30.851522647260122,17.69347329023444,1
3,4,0,4,3,0,6,5,0,5.154829280953399,34.15902795203846,12.783541135628951,58.68120112465039,89.56698402483028,69.41262457647545,49.66230628682591,99.73394146028744,26.759246546410388,0
4,0,0,6,0,0,0,3,2,22.038183596660343,67.70104842532311,25.019427693780983,97.60707157891349,93.61435130768248,55.272044618064186,96.19389731148038,1.210349620393547,75.2443215898473,0
0,0,2,0,4,1,6,0,2,37.0968824644209,25.32094725770959,75.05404418284776,99.76601303123863,6.061091233134974,47.05073050245501,93.68625647502341,28.75548678720029,19.367966113238346,0
0,3,1,3,2,1,6,0,3,97.69484773451438,24.68441189929591,99.37579139649903,17.426526129701024,41.29821510984628,11.893803823373904,51.3589903385387,97.40766173388847,84.70110622602064,0
3,2,0,3,2,0,2,4,2,11.382412955219756,6.652027566512208,8.8865313002069,97.23969422054428,98.05011323929347,21.045117013739855,80.9505255242264,52.70055337391085,70.68302727300822,1
0,0,2,4,3,0,6,4,3,21.18358898805994,86.08316903114984,12.378009189937922,27.350073935045348,12.605793270643261,14.066628718899388,0.9450810547540933,82.83715643083741,53.08194169756146,1
3,3,1,3,4,0,4,3,2,31.60884358381808,4.165109792556088,33.87778747482817,71.5671440584652,80.5295633594665,1.684209327465369,86.13959243537178,36.293971522792056,55.671471831507155,1
2,3,0,4,3,1,3,4,2,94.69618880229717,50.65874441262622,6.901170996046247,78.26754148882875,75.73409277431367,1.8728250676815827,94.1311874974788,45.91185158371628,37.075472474543325,0
4,4,2,3,5,0,1,5,3,87.62764006776723,46.556723716598405,59.52477626182085,22.984129999009028,36.75777250488399,35.59822322105731,94.26158685454016,25.894252477758826,59.39980450844363,0
3,1,2,4,6,1,6,1,0,63.44920271372769,71.25991649402914,48.1896331193354,94.67869498251325,35.72755485234923,76.8180868183116,86.45174019138796,7.6192151473161935,91.69176870550724,1
2,4,1,0,5,0,4,5,0,93.4248535089464,4.648309472086654,66.95736981697253,60.83980303906361,3.5240743904955463,67.94813640477233,39.51589679626395,37.873782055736804,75.41841348597153,0
0,4,0,4,2,0,5,0,0,4.648283476759851,24.64395710806776,34.3569823790649,54.09545012483924,93.87919444050341,59.98302952501376,42.58209850757262,91.34029305516228,29.502376720159074,0
4,3,2,6,3,0,5,6,3,33.742828836601625,9.890262226581791,83.65591425220377,98.63224435273857,57.640025376654805,66.34001399174699,30.07978520723269,47.8011155470554,15.019989284768908,1
4,1,2,4,0,1,5,1,3,19.744962106638418,84.9100151066163,19.49796007608654,33.115308814369804,4.456787604299118,16.634600223852637,76.75886782290526,96.40379554950646,42.14713229275904,1
3,0,0,3,3,0,4,1,3,44.73271528945838,87.6032654251559,46.400448905816575,24.125656193789503,27.45118019300645,34.98969582518647,29.36551225209626,16.19553318723217,33.79497351662708,1
4,1,2,6,6,0,5,7,2,37.1275003920726,93.49607361304126,91.19737857282368,27.950626544965495,93.5506207534299,46.41189426106691,3.010278617074069,36.68237174545629,78.42753928247107,1
1,3,2,6,6,1,3,4,3,61.28001727483857,31.69215091214699,67.98699871000781,73.6211417973705,24.50745507845201,3.795715155430457,59.63984312930853,87.98411861496518,9.290129655374436,1
4,1,1,4,2,0,6,1,1,81.27504708785263,9.451698348101466,36.36832163784145,81.46874111870184,49.05479973654818,88.26903907220286,68.22654731517983,16.544546473519695,72.3321149178063,1
2,4,0,6,1,0,6,6,3,78.95790684204646,40.56814512796636,91.37166882036742,4.8176952445592285,24.647499348365166,6.528912350441695,64.9833998836725,27.325655529709426,41.15658994333765,1
0,3,2,0,4,1,3,4,1,72.6714792062447,64.75983481385639,76.35237303575538,85.04380444818469,52.114411657276136,45.72812765367742,16.048190160097388,41.29113223481795,93.64212085304928,0
4,0,1,4,2,0,6,6,0,38.8711861643047,89.46204199270751,43.23977321220354,24.060133662996066,89.19565834600557,75.86315418795698,70.75787563810218,68.88809178585275,89.22092480247997,1
2,1,0,3,2,1,6,1,0,0.987066445998408,43.54666618771179,46.31221008882207,21.8407009465283,24.419831409848257,41.850989120390814,95.71183636421614,29.094871025274582,1.1963557728281948,1
2,2,0,1,0,1,5,0,0,91.3720322415133,28.11088445496167,84.90767064621096,86.38003419215504,25.487335984341797,80.60841528236658,75.33815398037183,60.106894350547925,40.755818202022375,1
2,0,1,4,5,0,2,3,1,88.99236622837917,46.31874409021278,30.474612504120856,79.34247599162137,21.434803803833713,73.12775423682956,21.837977260838905,8.100709653418637,56.46882320336187,1
3,2,0,1,5,1,0,3,3,97.68635827685358,79.77198523231695,24.738710485265326,5.376786765473717,35.21049817036677,74.96623628978864,7.322986663258735,41.69692839367292,21.6877787201781,0
2,2,1,4,0,1,0,4,2,74.07829330632617,75.10403473773357,67.20152128200144,24.30612924266502,54.42319501897129,49.41623157120466,62.13676054633714,27.176146603230745,77.2019824915532,1
0,0,0,6,3,1,2,7,3,88.85894058068664,66.27609308211223,61.64423349123894,51.530083713020616,92.20219694659008,94.7344573528899,61.69463649299583,52.239461451461246,46.539232414572254,0
2,0,1,0,1,1,3,5,3,18.098954735911388,59.48611954492273,94.65247583480976,48.66590382102874,94.23532726897561,6.1478852875419765,93.83352314129685,63.93686963538611,85.90649646688895,1
1,3,1,4,2,0,4,4,2,43.56574316684115,32.68615474713902,51.55845873613042,43.98069631911674,50.80875229803223,78.32706782317814,91.36322422421527,5.058765789428921,43.12709873939233,1
2,0,2,3,3,1,4,1,2,64.32888267176116,85.89042792992072,48.400215019165586,63.23653575206737,70.35334208835889,45.9535018791535,45.0800386873103,65.21749482345506,90.15218119147144,1
1,2,1,1,2,1,4,5,3,93.0207163156851,60.84194683584807,58.263052883573906,94.88508863396585,69.50342803696283,74.93645182349951,68.80892602585229,34.35635309636058,4.927071408826955,1
3,0,2,1,2,1,0,6,0,46.18022156643503,49.30846866117733,49.44922599149412,55.41495976629508,9.142813500274427,65.51148696405635,73.50357666949299,19.333980710037913,16.013419250606752,0
0,1,0,5,1,1,6,1,3,4.505955022721997,97.25699396814372,98.96651780235617,82.60751140963156,26.74361683841492,42.91105862972066,79.86868905355215,40.35025649566778,61.36035718931085,0
4,0,0,6,1,0,6,0,3,26.848743325619694,31.670925557568232,57.425939967936124,44.03379693814825,7.781220942832146,73.23467518215428,14.883399760923988,58.25665166262333,80.12000584508802,1
4,0,0,4,0,0,0,4,2,29.933421515988655,51.58012501976069,63.11550608513935,91.07665060994276,72.72091055164836,76.10555743165743,49.44464827876772,32.42678817107875,44.69177974074986,1
