cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,target
1,1,4,1,32.38910823893833,10.897416071986187,97.03432680422407,71.35638695840717,74.88444469939036,1
1,0,4,6,49.96586230601644,86.5667379114501,2.858601072502942,54.661125520847655,93.09278824927962,1
6,4,7,8,17.916345155152513,48.60507957365987,21.604219821119564,97.3930694951769,89.12478705548918,1
8,3,5,4,22.707887120978,39.496158571044425,50.97624323610723,48.890382944370906,72.78665386911725,1
3,3,0,5,67.52699814027217,54.61201798503742,65.18891145063719,90.17634048118971,68.10806235531317,0
2,3,1,3,64.63736701401479,67.43937758673681,7.914641586623194,89.34234596505004,83.0371651743194,1
9,3,3,6,7.982761921549408,89.59828821263571,89.87856568454684,2.998125229078319,12.084634907189319,0
5,2,0,6,86.77746769625774,32.94382411197173,17.606937176908623,82.22423098071013,86.85748884596454,1
9,0,4,8,57.10199366639272,27.427602370955494,39.375288752048846,54.44015574682955,86.87263127533835,0
3,4,7,8,14.037617516678957,36.5798930155482,9.961786522059457,62.423838850775645,58.72169835244427,1
2,4,4,8,31.095644779894638,36.94346053852644,3.0838305370100128,55.49060066760815,94.59919301445136,1
6,1,1,2,68.68713574809856,89.21884060064232,8.582983835690683,52.546114905300975,83.95801055762047,1
1,2,3,3,71.5503131011607,88.71684992174012,69.29009943460855,87.10249751193419,61.12350322629335,1
3,0,3,8,16.946930313296924,29.752786476393112,55.57980398659173,76.13249873300526,21.797799654215545,1
2,0,3,6,93.14525109790345,73.25835140631662,58.11727489895723,34.115176058152294,90.77716642770636,1
9,4,2,6,54.34656225531806,33.10460057684409,62.53122062387436,34.42572754833505,33.063149259471146,0
9,4,1,9,88.02850534958205,6.901666491264747,11.948986106291414,56.30168547650334,91.35426883478925,0
3,3,3,3,45.85432694702237,9.41971420705473,79.14067805684142,82.07853194201012,32.84919929482923,1
3,2,1,5,51.58154729821467,11.526887164693346,46.59287703918452,93.26504493051254,52.167957500681474,1
7,2,0,1,32.54816578299159,75.4309195392606,97.0478221616665,35.36656029328338,39.69241842766319,0
1,3,7,9,69.7734049422086,33.95255327068688,38.10644001074429,76.59035072025513,91.36751233175296,0
3,0,2,8,71.99929490711173,36.31915385178751,96.98522313672845,98.31330285024332,38.76923238917869,0
7,0,6,7,86.7120980858011,96.21549087338362,82.21327858512846,14.354876799591732,68.33927751661363,0
3,0,5,8,43.280904436989374,5.522480394850526,25.235750063985463,24.213712982572254,91.37954099005019,0
6,3,3,2,13.742636742997938,15.816375498306012,43.81354490930853,19.56919397942627,34.22900842674038,1
8,3,2,5,33.95116346364626,37.76558245818394,76.14612737290994,37.17987039130677,20.630562392984373,0
5,4,1,5,35.39082250221143,85.51087513413617,75.99644612398228,69.46546785746419,31.003531121346462,0
0,3,2,4,19.63041455739202,45.00250970871258,54.32691960233923,96.85726924972565,58.05300846105239,1
0,4,4,0,27.841666013955468,81.60038048619127,70.34372609874976,32.3454662312554,8.377617924460202,0
5,3,2,0,35.632040375102434,85.27393151495214,43.48092631829535,67.1541391555483,3.4546184463604357,1
5,1,1,2,97.5843832577446,94.92279645822046,86.99027739811058,88.03030849564732,6.258887133232294,0
4,0,6,2,20.72926422507554,22.295040070883985,73.15222443307195,41.840189703112266,45.29656828444699,0
8,1,6,2,68.18440827036592,93.77344627936202,56.627656344406695,38.111963598692626,10.088553996039595,0
7,2,0,8,13.98277342977645,87.86004876736799,72.20897558678843,53.035828516316265,68.4528569391242,0
6,1,2,8,27.63673723731076,17.372277783804247,18.90287215859384,24.801737416823666,24.92343645750329,1
1,1,4,6,90.63968027895986,25.046151619296364,26.7405683061834,13.242345440726776,7.359921665529523,0
4,1,1,8,92.82342547184696,69.00285082709216,17.900993011693465,42.843594232545755,22.05454272697871,1
5,1,1,0,55.298978878777504,6.221272174070769,98.55737295235674,30.83779954563932,54.24706351189082,1
1,2,0,4,7.007220805132119,34.24085430322701,13.586730571934847,17.199210612461968,94.88563975544139,0
6,1,4,4,99.78782499507297,58.138045267906094,84.16190853306009,92.93090384433891,25.531261993807586,1
6,0,4,8,20.26335204469385,86.38058646114926,24.90217101083646,75.67124402233031,70.16859049901896,1
1,4,5,7,87.12815756182644,67.70139714395437,3.9877286610993545,60.50659086188358,91.01241023720037,0
6,1,1,7,49.05160225989521,33.53388023672744,61.00878170525215,56.08136605203823,10.90287108333915,0
5,4,3,4,97.27144589881142,80.66240117270024,35.31328431185301,89.38036259937282,46.508037576196756,1
3,1,6,8,67.01169741122442,57.79391210874901,68.63234536068828,71.0741622623925,49.495470900053085,0
2,4,2,7,6.836665883718995,68.29563950646124,81.09690097473992,98.72875780034637,1.8309676296789479,1
3,4,0,9,8.137917438445585,77.33004054952256,97.68671298940434,15.173093649488578,4.354489734614542,0
4,2,3,0,86.25087269660412,85.48654454256652,9.74778697496298,78.20467768916369,14.888364958017098,0
8,2,1,7,79.66383947752597,39.55261620372955,50.08057008441125,69.4288203796391,17.86465681161814,1
4,2,0,6,57.11899582179956,41.50293784500698,22.275456698727314,65.87571895224198,6.52224763361835,0
2,2,5,6,64.25618618602124,48.131995085770896,99.43612316508906,6.374580752450876,45.31329650467916,0
6,1,0,8,57.43258117127724,0.0806480312273039,27.44400442211692,87.7605923523658,43.93133539787198,1
0,3,6,3,53.055413842988756,13.50599831092294,0.49972260613918573,42.033734510350065,87.7199310406509,1
2,2,1,5,69.98290829980851,56.5641677800891,5.724348581774463,39.63199276831889,93.5328243929983,1
9,4,6,3,87.86758027559131,95.16662340765642,96.03526663007258,79.32416681167169,38.115887169995375,1
0,4,4,7,53.86057763460137,4.870272763561201,7.565857368838125,44.103307485030975,94.32156631190011,0
8,2,5,9,78.00346797656387,70.05643592406784,96.60945397975877,1.5258437868537977,91.46521825820084,0
1,0,1,5,96.81221414167265,19.969778665370853,32.6221911855521,61.32434640430083,43.35854567763058,0
7,0,3,1,74.00868763919081,23.026995595726884,69.45075263301483,6.321439340869517,74.09710092929916,0
2,4,5,4,60.865720533963774,28.398777744139903,21.795726285162186,81.33703618192443,77.01615557409663,1
6,4,1,1,42.3687367258588,14.208981674280663,85.47657293067607,36.548630778083705,50.30797734154835,0
1,1,0,3,59.280405541471204,29.215774943563165,82.82175782856017,1.597499194815133,92.35966389098846,0
5,3,3,0,66.59242293150321,88.96831660095998,12.670398301936048,45.48012469349898,27.871718570558677,1
0,2,2,4,86.3986443973515,79.40584329354472,6.66241390350234,49.81362844355105,62.201065386550425,1
6,1,6,0,91.0086003667243,13.930700936713158,85.36085763067129,41.12986413825396,16.09575313670589,1
6,4,2,2,16.49196627417887,92.77441227343444,30.229570324871492,94.52636665371003,65.73408219831168,1
5,1,3,1,13.205188899550436,70.68919787783724,82.87463718736662,76.22557475087955,91.49401194993526,1
7,3,2,8,85.72230941813196,49.10540591431233,72.3514728137293,34.744246299641915,74.81987194029387,1
0,0,0,6,61.171606298485905,49.37129453361309,82.74727086756593,89.76760988212905,60.8543696689012,1
6,1,3,1,59.61045367828544,96.21009303059347,34.94106868895115,72.45979521231665,15.263825521349917,1
3,0,3,6,70.11785533469978,50.29898994536305,48.27818687647362,35.350019632425735,90.43845836235579,0
9,4,6,9,91.99868398803947,16.282482383164986,36.46988839171963,72.21906323011933,72.10306007202416,0
1,0,5,3,51.68205348551811,63.222664623465185,32.83129511071711,28.985884083274737,36.97471226955884,0
7,4,5,4,17.36553394400223,45.847957069151605,2.2622231607741905,98.20411861096265,37.2891092699174,1
6,4,5,5,9.620629263554603,38.11912552459277,61.5860857442727,40.72363304321447,39.21075925354226,0
2,1,1,9,98.83235338695687,76.38304733979649,59.52869426349328,48.82025155823997,96.76719713086382,0
5,1,6,0,14.431294584259213,81.20281990566765,48.78022572484103,89.01232070587032,17.459004939720767,1
3,0,1,8,42.06036642315384,10.663683739535234,14.518511389722711,96.2304600033072,39.41243967080437,0
9,0,7,4,99.41176496328404,47.72943269500368,38.38185234058512,92.139893230607,33.28359328885549,0
6,0,1,6,50.02651029982393,28.87071639023301,18.592666004021773,56.30867153556864,94.41457821969405,0
2,1,3,0,76.43452314109214,70.43951129479761,24.887473846622342,90.0070645041182,68.59147827945638,1
1,3,4,9,88.71132257744773,69.78103235302294,45.98984334386165,19.166085113534848,64.49514824352414,0
1,0,5,5,51.03780976045318,92.49396474396676,74.31500272652926,1.1067039443954818,38.345984110443155,1
3,1,2,5,65.45854165533042,4.149177375241986,30.849176858017668,63.50129133303184,29.726536697921237,0
6,0,0,2,50.63842864563319,24.160981765917445,89.37779891906965,18.055779366760316,27.63833917842127,0
5,2,2,0,23.720542316990645,82.28218633426843,97.63151187474755,18.902726007633607,50.160224601256274,0
0,4,0,4,99.45467746681362,18.813122550372242,47.28626550813399,93.09561865383597,78.79795813371888,1
7,1,4,8,54.957752516115534,88.41694455828345,89.65195089226708,1.0749344997804444,24.079735850760642,1
2,1,1,2,48.543919622763894,51.10279659778004,73.22702187650897,45.95883023234436,78.44474174804371,1
2,3,0,6,60.944052877299995,56.0876642528089,3.817287947614123,81.20919642286182,37.766969318558566,1
9,2,1,0,29.560670339584515,82.16684194154851,46.59138446233152,10.475159152270308,87.14510497561328,0
6,4,0,2,29.02261255901284,21.620342847634998,1.0685937236720067,55.71819605994861,83.571855654839,1
2,0,1,6,90.28509342513541,29.58574845838584,50.16020494688751,71.62487908339521,52.5981412850476,1
4,1,5,3,74.39730892626838,38.55822818627409,67.68284116549663,52.4962577994532,74.36260841587686,1
3,0,5,5,53.19922137908903,10.405747413547584,25.439953772988623,5.764623943626801,24.515114146464423,0
4,2,1,6,80.32589634548032,23.18003698407737,53.64792539594328,96.7384952938316,18.766130821879166,0
2,0,2,9,89.97068579031044,45.54218165995736,64.38294664006212,98.80992789883051,81.88565140637768,0
2,0,4,1,56.10360487687394,27.918067993388807,13.430909268073865,17.00152089408671,28.426258872756016,1
5,2,7,7,82.95771356450857,47.272837791500386,18.214886008547403,67.48426029702223,69.81851830550697,1
3,1,7,1,11.281658326029742,41.4985884143175,2.557129132489633,23.826130708230973,49.52066603669297,0
4,3,7,6,15.448612910916603,31.494006755035475,13.068315147796561,26.865013816869876,49.34572094458225,1
3,2,1,6,71.13503739173227,73.73894692168456,76.83237599213444,43.65012013509092,54.9152361684461,0
6,4,5,8,3.9593157023633196,74.07685621057854,98.14995718073637,63.95865666279481,35.35218526138713,1
1,3,7,3,98.19988332780544,83.93866574465704,98.34498050731949,79.42471676435456,92.12350419162753,1
7,4,5,0,81.77696033484574,73.06317047151283,15.126011808548744,43.77952846715171,27.952335136389184,1
1,2,5,9,98.66164859598084,22.28364174968315,95.84200886069225,55.18093154493147,10.738261680022632,0
4,1,5,9,51.00378489436474,74.3192356329036,83.48063158838784,18.209043867367992,45.41683142510449,1
6,3,1,7,15.13374513832434,67.77343644468945,42.03231933668883,57.76774210578963,16.42779690777434,0
6,3,3,2,12.88226330120642,61.33459101788712,37.1344965409716,14.721092455000784,77.95589871478735,1
9,0,6,2,21.69604142852133,49.9647935953771,87.65862573508699,84.2501086190704,52.39625747223967,0
6,4,2,9,94.61500789630894,64.4736975238514,2.9593753101281095,21.069552240732282,14.862756925239129,1
9,2,5,5,57.62293952801086,80.49086470619928,96.20145051177317,17.47327441676272,47.275379841161325,1
2,0,3,0,24.34486450782597,80.47223565552865,5.486219170981876,83.5358601976771,71.44309166952921,1
4,1,7,8,22.56603705862138,84.67618773223418,91.45536749963689,45.97331701331074,97.93940540796089,0
8,1,7,9,83.4779411784508,48.68679749653525,36.207500919325454,49.051799697185785,99.87815586426447,1
5,3,2,8,86.627047238115,26.855627306347817,60.84833082856933,48.18799091867832,56.242126908290025,0
9,1,1,8,36.38647313901129,90.03770282661712,71.75385082288987,44.60090817356377,95.1413015324941,0
4,4,0,8,80.10845507797303,41.322933833045624,40.641738726979284,41.62301143308812,22.869741070147775,0
5,2,1,8,10.39469015886777,25.256852059920952,43.15270418987802,7.175112102300574,17.801151973882824,1
7,2,3,0,38.83510302528425,67.8386207018351,68.06383600614483,19.83396843400078,41.239876591860856,0
3,4,7,0,88.15725939764988,1.695175322960063,7.325034186579183,99.20898077701806,56.694431342799966,1
8,4,1,2,71.8596493193906,29.86642856633388,85.47487009705577,49.4012465769774,42.86338180753664,1
8,3,0,3,31.925868232751785,29.045086817718058,23.564116827630098,65.10683820506549,29.2210496593575,1
9,0,0,6,71.24941392240196,20.542409746837276,22.147473877693336,71.72451657509839,72.05218665432305,1
3,3,0,0,19.550071488097508,13.596743109536236,19.652562653879755,31.35698172885224,21.64104540754953,0
6,4,7,6,3.336251949180702,97.92167465538392,59.84027311144546,47.4329930688409,42.804555284981795,1
6,0,4,0,96.17273315335751,38.581316391139175,75.63961951859872,80.433954488534,24.09979918451398,0
7,2,6,5,34.217262885361656,10.373672633496422,86.16175358653966,38.09598818805481,28.03282291385001,1
3,4,1,3,43.49807401578584,49.717822088398854,0.7149541237562507,76.21633688742693,33.64516036329416,0
1,1,2,3,68.69596168889574,24.362271546023205,69.7988227609706,21.260082595495746,97.18895627406413,1
5,3,2,2,72.65968777198687,13.879032641184308,34.482556850107294,72.78086949485049,18.757349196689788,1
0,4,3,3,17.943807854121584,9.278726853966157,69.15752622689078,99.67078777462342,89.37132902651925,0
5,1,0,6,93.57691720250624,6.939814551447321,18.406085651286162,10.432842942696595,83.9918125811949,0
6,2,4,1,4.006096140313953,34.965680462404904,94.87960038395731,51.12200455468331,10.530453393716076,1
9,0,2,4,14.733541089621493,23.256828241984586,93.49383791779826,29.889579303927672,92.84342972667247,1
8,4,1,0,72.15069452843368,54.63429891685551,76.56027040829251,68.17525861377726,53.5322106566138,0
6,4,7,6,47.32560320904452,86.04391675252037,74.79647906456354,53.14892583763662,33.2691657306692,0
3,1,2,3,18.60031522209259,7.732896361599961,30.04429863378677,57.498908251447666,56.35681853125529,0
9,3,1,9,41.46774095942109,47.273154366909175,13.758058725210375,24.834241166676318,9.807057758309156,1
4,4,0,8,94.6906782891151,59.76108446464692,19.75688739375657,54.83119524720338,46.919454270427295,1
7,0,7,9,21.53037943574353,79.29681531891104,9.107707974705404,60.40391928568734,23.005258850189524,1
2,1,1,1,13.041066180608475,45.65295222543004,11.673917462464168,51.01096906472101,34.399570361640286,1
9,4,4,5,18.7713410218862,90.14837462876706,28.3695633938978,45.72722980206091,84.34451984141795,1
4,3,7,6,83.97634564272562,63.547024246498765,2.7457327534618936,44.56829445007801,72.77242818990248,1
0,4,6,0,31.098533234760207,44.20045099851071,61.9786778500917,25.410007577744665,86.24236701354155,1
0,0,5,2,20.40631273169602,99.01363268763326,31.279398601677467,86.03180505557873,82.0972324062877,1
9,3,5,2,87.11948104931429,11.340628363604177,53.1478413054494,55.37882704904583,86.87921206376993,1
0,1,4,6,88.41724924245243,34.496949811315126,87.93320905142036,12.964724217103662,25.935450439124075,0
9,0,7,9,5.800501626859389,6.334366839614458,98.87070825377019,3.9876318421383394,24.24655241971916,0
1,4,5,4,78.72547667185414,36.53009853702741,52.02582609543901,88.98659804594075,88.78200325392343,0
2,2,6,5,30.295323666758044,18.559860789797867,52.377199071892925,96.486488694097,46.090448746290335,0
4,2,0,5,74.39667851471484,5.105040142495176,41.31312133109807,7.77565302991865,17.14266720723866,1
2,1,7,5,52.1002438439886,39.257573269275035,47.60034530267908,89.02149577563881,57.57782407489691,0
6,3,5,3,89.63649212414272,39.44710553030886,29.705163766864896,21.029596357360514,61.75056671738267,0
0,4,1,5,81.90054310104318,49.88862592240776,81.46474951807133,80.65252097325852,83.42678647456005,1
8,3,1,0,42.5522829173371,28.463659444040314,85.85980182908503,31.191398474492903,32.47034097887127,0
1,4,0,5,69.88411771282216,88.83781217491943,36.43593354533661,45.26472286182794,12.982630350050627,1
4,3,7,0,54.773154216227525,97.52321605445556,96.82454777343426,50.31436787872232,8.824467905856526,0
4,1,2,2,75.70874064157245,41.30559514784052,61.36399460023855,81.55605018205114,36.58513570282062,1
9,4,4,3,96.97350505778957,21.345388375738793,13.423873386987761,85.7285672689526,75.53162774017301,0
0,3,6,1,32.83680259480429,1.5483373375029919,29.346141590547703,68.55713238033864,88.48238384772367,0
4,1,5,8,92.3072299035961,93.82473181190049,66.37054272364755,36.55507115656449,65.59674930711388,0
6,3,4,7,29.52424198954462,60.77769335342341,90.83094793752765,41.31869370828053,84.79908281169597,0
7,2,2,4,87.96599807758292,48.01105444967845,60.6395984700399,6.159064109221013,82.80736210081518,1
4,0,6,8,80.29360527625278,74.50786803568008,45.55327458801649,71.50412690096653,61.88257569747729,1
5,1,6,4,31.807330970871284,46.08283209730239,80.826966645928,14.942473466376905,66.19025969288904,1
1,3,0,9,16.73231805041483,12.760959274153894,32.2588029517154,19.454138446841196,81.3586494525262,0
1,0,5,6,41.272065864191134,69.53378814256888,27.78346028765659,76.75179500397662,36.13376639340062,0
6,1,6,9,88.76133549076464,96.36105660162274,4.328847467773689,28.168349115876957,71.98552463558349,0
5,3,6,5,25.40763441439897,30.214846293497153,51.24532818381618,77.15350789966496,13.186709074797943,0
5,1,0,9,4.339221930968174,36.67748476014469,86.0539114522236,42.78597238996624,96.98133787887531,0
6,3,2,0,72.91805064865848,94.67510318127225,25.84737983506481,39.82726692276412,44.48416571609874,1
1,0,7,0,35.36142355909539,3.7126123161333346,63.07331429571057,82.504849167947,56.24339721690371,1
0,4,6,1,84.21766444935534,10.137398345344206,76.0940902470169,83.24184194976604,45.76493585404753,1
4,0,5,6,87.28385342525647,29.990775571854467,19.95635162929812,80.38996535774208,29.412677121671692,1
9,1,1,2,10.87106841554153,60.20690845298472,78.77035069908783,87.34226364695046,42.17964799355062,0
4,1,4,9,64.61668971628937,16.257472419419685,40.052627117685994,50.574136064627275,16.97822602820874,1
9,2,4,1,83.77100881822975,92.85916056413461,46.8952060113468,89.06648443715827,79.60579118553915,0
9,2,3,3,29.427891602595135,29.80793564457351,64.83715479979892,36.36886943842266,77.2632141923482,1
0,4,5,9,63.70593801955384,62.19117735150383,61.75617884085821,94.95691057371005,55.29128692903183,1
9,2,2,8,33.34654622348345,43.33884951530235,11.834587598355883,15.28567067730463,24.571449083757756,1
5,2,3,5,51.543843572207635,55.78830460191392,9.869605271688897,63.873924752197716,82.91279645421919,0
3,1,6,9,12.272051123322624,84.87384168441702,30.61027468030658,85.23111366060255,35.17805256275175,0
7,2,6,3,4.1861874502834855,65.41997844460154,83.06227799188261,38.29312798211679,22.16142739683402,1
2,2,0,5,98.14758673449205,79.33585062972655,69.86444026492605,98.94549018979323,88.71441585120407,1
6,0,7,4,29.250386159524243,20.3405003421004,33.9315089635996,11.881916583112396,48.4602511428471,1
1,1,3,2,60.976929056281094,75.59290191217183,35.35479395563497,3.371585190696458,7.62633672513121,0
5,1,7,3,85.71320142736813,26.138575935775243,83.78181588521491,4.154144263643378,82.67354174230024,1
8,3,5,8,61.25493925169941,92.28892223829426,7.4598666507364015,65.81813474410978,29.326714874821036,0
6,4,0,3,36.261287402275734,58.92238089611326,5.36443668488118,3.2928402044249405,92.5577158022142,1
8,2,7,7,41.93768027459039,78.87361769510287,2.627716139429548,18.28282076246086,87.2383516857113,0
9,1,4,9,1.1619218437661116,98.80319394079544,38.52361335186387,30.412786966926873,45.66410644924347,0
5,1,6,2,95.33407296250864,12.53944743866442,47.98183126313488,8.049988493881688,17.238262907251347,1
2,2,1,1,72.9877412223261,81.78964553806509,74.53891930430221,53.75730134411987,62.615364130648466,1
1,2,2,7,50.01298389366647,96.17511554425334,3.8130247145886087,22.62638809188129,89.36601946176891,0
3,2,1,0,41.32033439490063,73.05682932573352,62.684750411281385,52.1537812639123,24.565618982352788,0
8,1,7,6,26.08836433648434,87.71580267950311,25.906481277529092,64.98369777902047,53.90551198680454,0
